feature_id,property_id,feature_name,feature_value
FTR-08908,PRP-2224,updated_kitchen,no
FTR-08909,PRP-2224,fireplace,no
FTR-08910,PRP-2224,granite_counters,0
FTR-08911,PRP-2224,smart_home,YES
FTR-08912,PRP-2224,walk_in_closet,Yes
FTR-08913,PRP-2224,open_floor_plan,Yes
FTR-08914,PRP-2225,smart_home,1
FTR-08915,PRP-2225,open_floor_plan,no
FTR-08916,PRP-2225,walk_in_closet,Yes
FTR-08917,PRP-2225,hardwood_floors,no
FTR-08918,PRP-2226,master_suite,0
FTR-08919,PRP-2226,open_floor_plan,1
FTR-08920,PRP-2227,solar_panels,Yes
FTR-08921,PRP-2227,fireplace,Yes
FTR-08922,PRP-2228,new_roof,no
FTR-08923,PRP-2228,fireplace,Yes
FTR-08924,PRP-2229,hardwood_floors,yes
FTR-08925,PRP-2229,master_suite,no
FTR-08926,PRP-2230,central_ac,yes
FTR-08927,PRP-2230,vaulted_ceilings,Yes
FTR-08928,PRP-2230,master_suite,Yes
FTR-08929,PRP-2231,vaulted_ceilings,no
FTR-08930,PRP-2231,stainless_appliances,yes
FTR-08931,PRP-2232,new_roof,1
FTR-08932,PRP-2232,hardwood_floors,yes
FTR-08933,PRP-2233,granite_counters,no
FTR-08934,PRP-2233,smart_home,0
FTR-08935,PRP-2234,walk_in_closet,yes
FTR-08936,PRP-2234,stainless_appliances,yes
FTR-08937,PRP-2235,smart_home,0
FTR-08938,PRP-2235,granite_counters,1
FTR-08939,PRP-2236,walk_in_closet,Yes
FTR-08940,PRP-2236,open_floor_plan,YES
FTR-08941,PRP-2236,fireplace,0
FTR-08942,PRP-2236,solar_panels,1
FTR-08943,PRP-2236,vaulted_ceilings,no
FTR-08944,PRP-2237,master_suite,YES
FTR-08945,PRP-2237,central_ac,yes
FTR-08946,PRP-2237,solar_panels,no
FTR-08947,PRP-2237,smart_home,YES
FTR-08948,PRP-2238,new_roof,yes
FTR-08949,PRP-2238,fireplace,0
FTR-08950,PRP-2238,central_ac,yes
FTR-08951,PRP-2238,stainless_appliances,0
FTR-08952,PRP-2238,fresh_paint,YES
FTR-08953,PRP-2239,solar_panels,YES
FTR-08954,PRP-2239,vaulted_ceilings,1
FTR-08955,PRP-2239,walk_in_closet,no
FTR-08956,PRP-2239,updated_kitchen,YES
FTR-08957,PRP-2239,central_ac,yes
FTR-08958,PRP-2240,solar_panels,no
FTR-08959,PRP-2240,vaulted_ceilings,yes
FTR-08960,PRP-2240,master_suite,YES
FTR-08961,PRP-2240,fireplace,0
FTR-08962,PRP-2240,stainless_appliances,YES
FTR-08963,PRP-2241,updated_kitchen,Yes
FTR-08964,PRP-2241,fresh_paint,0
FTR-08965,PRP-2241,central_ac,no
FTR-08966,PRP-2241,open_floor_plan,0
FTR-08967,PRP-2241,master_suite,yes
FTR-08968,PRP-2241,walk_in_closet,1
FTR-08969,PRP-2242,vaulted_ceilings,0
FTR-08970,PRP-2242,new_roof,Yes
FTR-08971,PRP-2242,central_ac,1
FTR-08972,PRP-2242,stainless_appliances,YES
FTR-08973,PRP-2242,updated_kitchen,1
FTR-08974,PRP-2242,fireplace,Yes
FTR-08975,PRP-2243,central_ac,no
FTR-08976,PRP-2243,solar_panels,Yes
FTR-08977,PRP-2243,fireplace,yes
FTR-08978,PRP-2243,smart_home,1
FTR-08979,PRP-2243,granite_counters,0
FTR-08980,PRP-2244,stainless_appliances,yes
FTR-08981,PRP-2244,master_suite,1
FTR-08982,PRP-2244,granite_counters,yes
FTR-08983,PRP-2245,granite_counters,YES
FTR-08984,PRP-2245,vaulted_ceilings,0
FTR-08985,PRP-2245,updated_kitchen,0
FTR-08986,PRP-2246,hardwood_floors,0
FTR-08987,PRP-2246,walk_in_closet,YES
FTR-08988,PRP-2247,solar_panels,yes
FTR-08989,PRP-2247,updated_kitchen,no
FTR-08990,PRP-2247,fresh_paint,YES
FTR-08991,PRP-2247,new_roof,Yes
FTR-08992,PRP-2247,vaulted_ceilings,0
FTR-08993,PRP-2247,walk_in_closet,yes
FTR-08994,PRP-2248,new_roof,yes
FTR-08995,PRP-2248,master_suite,Yes
FTR-08996,PRP-2248,hardwood_floors,YES
FTR-08997,PRP-2248,solar_panels,YES
FTR-08998,PRP-2248,central_ac,0
FTR-08999,PRP-2248,stainless_appliances,0
FTR-09000,PRP-2249,open_floor_plan,1
FTR-09001,PRP-2249,smart_home,0
FTR-09002,PRP-2249,hardwood_floors,1
FTR-09003,PRP-2249,solar_panels,no
FTR-09004,PRP-2250,hardwood_floors,1
FTR-09005,PRP-2250,fireplace,YES
FTR-09006,PRP-2250,open_floor_plan,Yes
FTR-09007,PRP-2250,vaulted_ceilings,YES
FTR-09008,PRP-2251,solar_panels,yes
FTR-09009,PRP-2251,fresh_paint,no
FTR-09010,PRP-2251,stainless_appliances,0
FTR-09011,PRP-2251,fireplace,YES
FTR-09012,PRP-2251,vaulted_ceilings,0
FTR-09013,PRP-2252,master_suite,Yes
FTR-09014,PRP-2252,open_floor_plan,no
FTR-09015,PRP-2252,granite_counters,1
FTR-09016,PRP-2252,central_ac,no
FTR-09017,PRP-2252,vaulted_ceilings,0
FTR-09018,PRP-2252,walk_in_closet,Yes
FTR-09019,PRP-2253,solar_panels,no
FTR-09020,PRP-2253,smart_home,no
FTR-09021,PRP-2253,granite_counters,YES
FTR-09022,PRP-2253,master_suite,Yes
FTR-09023,PRP-2254,vaulted_ceilings,0
FTR-09024,PRP-2254,walk_in_closet,YES
FTR-09025,PRP-2255,solar_panels,no
FTR-09026,PRP-2255,granite_counters,YES
FTR-09027,PRP-2255,stainless_appliances,Yes
FTR-09028,PRP-2256,solar_panels,YES
FTR-09029,PRP-2256,central_ac,no
FTR-09030,PRP-2256,master_suite,no
FTR-09031,PRP-2256,vaulted_ceilings,0
FTR-09032,PRP-2256,open_floor_plan,1
FTR-09033,PRP-2257,open_floor_plan,YES
FTR-09034,PRP-2257,stainless_appliances,Yes
FTR-09035,PRP-2257,fresh_paint,1
FTR-09036,PRP-2257,master_suite,no
FTR-09037,PRP-2258,solar_panels,yes
FTR-09038,PRP-2258,stainless_appliances,yes
FTR-09039,PRP-2258,central_ac,yes
FTR-09040,PRP-2258,smart_home,no
FTR-09041,PRP-2258,fireplace,no
FTR-09042,PRP-2258,updated_kitchen,Yes
FTR-09043,PRP-2259,open_floor_plan,no
FTR-09044,PRP-2259,walk_in_closet,Yes
FTR-09045,PRP-2259,master_suite,1
FTR-09046,PRP-2260,walk_in_closet,0
FTR-09047,PRP-2260,smart_home,0
FTR-09048,PRP-2260,stainless_appliances,1
FTR-09049,PRP-2260,fireplace,Yes
FTR-09050,PRP-2261,smart_home,no
FTR-09051,PRP-2261,master_suite,1
FTR-09052,PRP-2261,fireplace,YES
FTR-09053,PRP-2261,solar_panels,0
FTR-09054,PRP-2261,updated_kitchen,yes
FTR-09055,PRP-2262,granite_counters,1
FTR-09056,PRP-2262,vaulted_ceilings,yes
FTR-09057,PRP-2262,fireplace,no
FTR-09058,PRP-2263,solar_panels,YES
FTR-09059,PRP-2263,vaulted_ceilings,Yes
FTR-09060,PRP-2263,granite_counters,1
FTR-09061,PRP-2263,fireplace,1
FTR-09062,PRP-2264,solar_panels,YES
FTR-09063,PRP-2264,master_suite,yes
FTR-09064,PRP-2265,granite_counters,Yes
FTR-09065,PRP-2265,hardwood_floors,Yes
FTR-09066,PRP-2265,solar_panels,yes
FTR-09067,PRP-2265,walk_in_closet,0
FTR-09068,PRP-2265,new_roof,0
FTR-09069,PRP-2266,master_suite,YES
FTR-09070,PRP-2266,updated_kitchen,1
FTR-09071,PRP-2266,vaulted_ceilings,yes
FTR-09072,PRP-2266,solar_panels,1
FTR-09073,PRP-2266,fireplace,no
FTR-09074,PRP-2267,fireplace,no
FTR-09075,PRP-2267,updated_kitchen,YES
FTR-09076,PRP-2267,new_roof,0
FTR-09077,PRP-2267,master_suite,YES
FTR-09078,PRP-2267,granite_counters,no
FTR-09079,PRP-2267,vaulted_ceilings,no
FTR-09080,PRP-2268,central_ac,yes
FTR-09081,PRP-2268,fresh_paint,0
FTR-09082,PRP-2268,smart_home,YES
FTR-09083,PRP-2268,open_floor_plan,YES
FTR-09084,PRP-2268,granite_counters,yes
FTR-09085,PRP-2269,new_roof,YES
FTR-09086,PRP-2269,smart_home,0
FTR-09087,PRP-2269,solar_panels,Yes
FTR-09088,PRP-2269,updated_kitchen,yes
FTR-09089,PRP-2269,granite_counters,yes
FTR-09090,PRP-2269,open_floor_plan,0
FTR-09091,PRP-2270,updated_kitchen,YES
FTR-09092,PRP-2270,vaulted_ceilings,yes
FTR-09093,PRP-2270,smart_home,1
FTR-09094,PRP-2270,stainless_appliances,YES
FTR-09095,PRP-2271,stainless_appliances,YES
FTR-09096,PRP-2271,fireplace,1
FTR-09097,PRP-2271,new_roof,1
FTR-09098,PRP-2272,hardwood_floors,1
FTR-09099,PRP-2272,smart_home,yes
FTR-09100,PRP-2272,vaulted_ceilings,YES
FTR-09101,PRP-2272,granite_counters,0
FTR-09102,PRP-2272,fresh_paint,no
FTR-09103,PRP-2273,hardwood_floors,0
FTR-09104,PRP-2273,vaulted_ceilings,0
FTR-09105,PRP-2273,walk_in_closet,1
FTR-09106,PRP-2273,stainless_appliances,no
FTR-09107,PRP-2273,master_suite,1
FTR-09108,PRP-2274,walk_in_closet,yes
FTR-09109,PRP-2274,hardwood_floors,no
FTR-09110,PRP-2274,smart_home,1
FTR-09111,PRP-2275,granite_counters,0
FTR-09112,PRP-2275,walk_in_closet,YES
FTR-09113,PRP-2275,solar_panels,no
FTR-09114,PRP-2276,granite_counters,no
FTR-09115,PRP-2276,hardwood_floors,yes
FTR-09116,PRP-2276,vaulted_ceilings,0
FTR-09117,PRP-2276,updated_kitchen,0
FTR-09118,PRP-2277,walk_in_closet,no
FTR-09119,PRP-2277,central_ac,YES
FTR-09120,PRP-2277,new_roof,1
FTR-09121,PRP-2277,updated_kitchen,yes
FTR-09122,PRP-2278,hardwood_floors,Yes
FTR-09123,PRP-2278,open_floor_plan,0
FTR-09124,PRP-2278,central_ac,0
FTR-09125,PRP-2278,granite_counters,1
FTR-09126,PRP-2278,master_suite,no
FTR-09127,PRP-2279,updated_kitchen,yes
FTR-09128,PRP-2279,vaulted_ceilings,no
FTR-09129,PRP-2279,central_ac,1
FTR-09130,PRP-2280,smart_home,yes
FTR-09131,PRP-2280,walk_in_closet,0
FTR-09132,PRP-2281,hardwood_floors,yes
FTR-09133,PRP-2281,open_floor_plan,Yes
FTR-09134,PRP-2281,new_roof,1
FTR-09135,PRP-2281,central_ac,Yes
FTR-09136,PRP-2281,granite_counters,Yes
FTR-09137,PRP-2281,vaulted_ceilings,1
FTR-09138,PRP-2282,smart_home,Yes
FTR-09139,PRP-2282,solar_panels,1
FTR-09140,PRP-2283,hardwood_floors,yes
FTR-09141,PRP-2283,fresh_paint,0
FTR-09142,PRP-2283,updated_kitchen,0
FTR-09143,PRP-2283,central_ac,0
FTR-09144,PRP-2283,stainless_appliances,Yes
FTR-09145,PRP-2284,solar_panels,1
FTR-09146,PRP-2284,stainless_appliances,Yes
FTR-09147,PRP-2285,master_suite,1
FTR-09148,PRP-2285,fireplace,0
FTR-09149,PRP-2285,hardwood_floors,0
FTR-09150,PRP-2285,open_floor_plan,no
FTR-09151,PRP-2285,vaulted_ceilings,no
FTR-09152,PRP-2285,granite_counters,YES
FTR-09153,PRP-2286,walk_in_closet,Yes
FTR-09154,PRP-2286,stainless_appliances,yes
FTR-09155,PRP-2286,granite_counters,0
FTR-09156,PRP-2286,vaulted_ceilings,no
FTR-09157,PRP-2287,central_ac,0
FTR-09158,PRP-2287,granite_counters,0
FTR-09159,PRP-2287,updated_kitchen,YES
FTR-09160,PRP-2287,fireplace,yes
FTR-09161,PRP-2287,smart_home,1
FTR-09162,PRP-2288,master_suite,yes
FTR-09163,PRP-2288,smart_home,no
FTR-09164,PRP-2288,walk_in_closet,yes
FTR-09165,PRP-2288,granite_counters,YES
FTR-09166,PRP-2288,updated_kitchen,no
FTR-09167,PRP-2288,vaulted_ceilings,no
FTR-09168,PRP-2289,open_floor_plan,0
FTR-09169,PRP-2289,vaulted_ceilings,1
FTR-09170,PRP-2289,solar_panels,no
FTR-09171,PRP-2289,fresh_paint,1
FTR-09172,PRP-2289,updated_kitchen,0
FTR-09173,PRP-2290,new_roof,0
FTR-09174,PRP-2290,updated_kitchen,YES
FTR-09175,PRP-2290,hardwood_floors,yes
FTR-09176,PRP-2290,master_suite,Yes
FTR-09177,PRP-2290,vaulted_ceilings,Yes
FTR-09178,PRP-2291,updated_kitchen,YES
FTR-09179,PRP-2291,central_ac,YES
FTR-09180,PRP-2291,fresh_paint,yes
FTR-09181,PRP-2291,hardwood_floors,no
FTR-09182,PRP-2291,stainless_appliances,Yes
FTR-09183,PRP-2292,solar_panels,no
FTR-09184,PRP-2292,granite_counters,1
FTR-09185,PRP-2292,walk_in_closet,1
FTR-09186,PRP-2293,fireplace,Yes
FTR-09187,PRP-2293,granite_counters,YES
FTR-09188,PRP-2293,solar_panels,yes
FTR-09189,PRP-2293,master_suite,0
FTR-09190,PRP-2293,central_ac,no
FTR-09191,PRP-2294,walk_in_closet,YES
FTR-09192,PRP-2294,hardwood_floors,yes
FTR-09193,PRP-2294,vaulted_ceilings,1
FTR-09194,PRP-2294,open_floor_plan,no
FTR-09195,PRP-2294,updated_kitchen,YES
FTR-09196,PRP-2295,stainless_appliances,yes
FTR-09197,PRP-2295,updated_kitchen,yes
FTR-09198,PRP-2296,fireplace,1
FTR-09199,PRP-2296,walk_in_closet,0
FTR-09200,PRP-2296,hardwood_floors,yes
FTR-09201,PRP-2296,granite_counters,0
FTR-09202,PRP-2296,stainless_appliances,YES
FTR-09203,PRP-2297,stainless_appliances,no
FTR-09204,PRP-2297,granite_counters,YES
FTR-09205,PRP-2297,vaulted_ceilings,YES
FTR-09206,PRP-2297,open_floor_plan,Yes
FTR-09207,PRP-2297,fresh_paint,no
FTR-09208,PRP-2298,granite_counters,YES
FTR-09209,PRP-2298,stainless_appliances,YES
FTR-09210,PRP-2298,master_suite,0
FTR-09211,PRP-2298,open_floor_plan,no
FTR-09212,PRP-2299,hardwood_floors,no
FTR-09213,PRP-2299,new_roof,no
FTR-09214,PRP-2299,master_suite,0
FTR-09215,PRP-2299,granite_counters,Yes
FTR-09216,PRP-2299,updated_kitchen,YES
FTR-09217,PRP-2299,open_floor_plan,yes
FTR-09218,PRP-2300,master_suite,YES
FTR-09219,PRP-2300,fresh_paint,yes
FTR-09220,PRP-2300,fireplace,YES
FTR-09221,PRP-2300,smart_home,yes
FTR-09222,PRP-2300,open_floor_plan,no
FTR-09223,PRP-2301,fireplace,yes
FTR-09224,PRP-2301,smart_home,0
FTR-09225,PRP-2301,vaulted_ceilings,Yes
FTR-09226,PRP-2301,fresh_paint,Yes
FTR-09227,PRP-2302,stainless_appliances,0
FTR-09228,PRP-2302,vaulted_ceilings,yes
FTR-09229,PRP-2302,solar_panels,Yes
FTR-09230,PRP-2302,fresh_paint,yes
FTR-09231,PRP-2302,walk_in_closet,no
FTR-09232,PRP-2303,fresh_paint,YES
FTR-09233,PRP-2303,stainless_appliances,yes
FTR-09234,PRP-2303,central_ac,yes
FTR-09235,PRP-2303,walk_in_closet,1
FTR-09236,PRP-2303,fireplace,1
FTR-09237,PRP-2303,new_roof,Yes
FTR-09238,PRP-2304,central_ac,no
FTR-09239,PRP-2304,new_roof,0
FTR-09240,PRP-2304,smart_home,Yes
FTR-09241,PRP-2304,hardwood_floors,0
FTR-09242,PRP-2304,granite_counters,yes
FTR-09243,PRP-2304,updated_kitchen,YES
FTR-09244,PRP-2305,solar_panels,no
FTR-09245,PRP-2305,fresh_paint,Yes
FTR-09246,PRP-2305,fireplace,1
FTR-09247,PRP-2305,master_suite,yes
FTR-09248,PRP-2305,stainless_appliances,no
FTR-09249,PRP-2306,fireplace,YES
FTR-09250,PRP-2306,central_ac,yes
FTR-09251,PRP-2306,solar_panels,Yes
FTR-09252,PRP-2306,open_floor_plan,no
FTR-09253,PRP-2307,smart_home,yes
FTR-09254,PRP-2307,central_ac,Yes
FTR-09255,PRP-2307,updated_kitchen,YES
FTR-09256,PRP-2307,hardwood_floors,Yes
FTR-09257,PRP-2307,open_floor_plan,no
FTR-09258,PRP-2308,smart_home,Yes
FTR-09259,PRP-2308,new_roof,Yes
FTR-09260,PRP-2308,fireplace,Yes
FTR-09261,PRP-2308,vaulted_ceilings,0
FTR-09262,PRP-2308,updated_kitchen,no
FTR-09263,PRP-2309,fresh_paint,no
FTR-09264,PRP-2309,granite_counters,1
FTR-09265,PRP-2309,hardwood_floors,yes
FTR-09266,PRP-2309,walk_in_closet,yes
FTR-09267,PRP-2309,open_floor_plan,yes
FTR-09268,PRP-2310,fresh_paint,no
FTR-09269,PRP-2310,walk_in_closet,Yes
FTR-09270,PRP-2310,granite_counters,yes
FTR-09271,PRP-2310,fireplace,0
FTR-09272,PRP-2311,walk_in_closet,no
FTR-09273,PRP-2311,vaulted_ceilings,Yes
FTR-09274,PRP-2311,granite_counters,no
FTR-09275,PRP-2311,stainless_appliances,no
FTR-09276,PRP-2312,open_floor_plan,1
FTR-09277,PRP-2312,fresh_paint,no
FTR-09278,PRP-2312,fireplace,yes
FTR-09279,PRP-2312,master_suite,YES
FTR-09280,PRP-2312,stainless_appliances,Yes
FTR-09281,PRP-2312,solar_panels,yes
FTR-09282,PRP-2313,hardwood_floors,yes
FTR-09283,PRP-2313,walk_in_closet,0
FTR-09284,PRP-2313,vaulted_ceilings,Yes
FTR-09285,PRP-2313,central_ac,yes
FTR-09286,PRP-2313,master_suite,YES
FTR-09287,PRP-2314,updated_kitchen,0
FTR-09288,PRP-2314,solar_panels,1
FTR-09289,PRP-2314,new_roof,Yes
FTR-09290,PRP-2315,stainless_appliances,0
FTR-09291,PRP-2315,solar_panels,1
FTR-09292,PRP-2315,central_ac,no
FTR-09293,PRP-2315,walk_in_closet,1
FTR-09294,PRP-2316,fresh_paint,0
FTR-09295,PRP-2316,hardwood_floors,Yes
FTR-09296,PRP-2316,new_roof,0
FTR-09297,PRP-2317,open_floor_plan,YES
FTR-09298,PRP-2317,new_roof,0
FTR-09299,PRP-2317,hardwood_floors,yes
FTR-09300,PRP-2318,updated_kitchen,Yes
FTR-09301,PRP-2318,granite_counters,no
FTR-09302,PRP-2319,hardwood_floors,Yes
FTR-09303,PRP-2319,fireplace,no
FTR-09304,PRP-2320,hardwood_floors,1
FTR-09305,PRP-2320,updated_kitchen,YES
FTR-09306,PRP-2320,smart_home,yes
FTR-09307,PRP-2320,granite_counters,0
FTR-09308,PRP-2320,walk_in_closet,no
FTR-09309,PRP-2320,fresh_paint,1
FTR-09310,PRP-2321,master_suite,yes
FTR-09311,PRP-2321,walk_in_closet,0
FTR-09312,PRP-2321,central_ac,Yes
FTR-09313,PRP-2321,new_roof,Yes
FTR-09314,PRP-2322,new_roof,yes
FTR-09315,PRP-2322,smart_home,YES
FTR-09316,PRP-2322,fresh_paint,YES
FTR-09317,PRP-2322,vaulted_ceilings,Yes
FTR-09318,PRP-2322,updated_kitchen,yes
FTR-09319,PRP-2322,walk_in_closet,yes
FTR-09320,PRP-2323,walk_in_closet,YES
FTR-09321,PRP-2323,fireplace,Yes
FTR-09322,PRP-2323,granite_counters,1
FTR-09323,PRP-2323,open_floor_plan,YES
FTR-09324,PRP-2324,new_roof,no
FTR-09325,PRP-2324,master_suite,no
FTR-09326,PRP-2324,fresh_paint,0
FTR-09327,PRP-2325,smart_home,1
FTR-09328,PRP-2325,stainless_appliances,1
FTR-09329,PRP-2325,fresh_paint,0
FTR-09330,PRP-2325,updated_kitchen,0
FTR-09331,PRP-2326,stainless_appliances,Yes
FTR-09332,PRP-2326,walk_in_closet,YES
FTR-09333,PRP-2326,hardwood_floors,no
FTR-09334,PRP-2326,fresh_paint,YES
FTR-09335,PRP-2326,new_roof,0
FTR-09336,PRP-2326,smart_home,YES
FTR-09337,PRP-2327,new_roof,Yes
FTR-09338,PRP-2327,master_suite,0
FTR-09339,PRP-2328,solar_panels,no
FTR-09340,PRP-2328,new_roof,yes
FTR-09341,PRP-2328,smart_home,YES
FTR-09342,PRP-2328,fireplace,YES
FTR-09343,PRP-2328,updated_kitchen,YES
FTR-09344,PRP-2329,walk_in_closet,Yes
FTR-09345,PRP-2329,hardwood_floors,yes
FTR-09346,PRP-2330,fresh_paint,no
FTR-09347,PRP-2330,stainless_appliances,no
FTR-09348,PRP-2330,fireplace,0
FTR-09349,PRP-2330,smart_home,Yes
FTR-09350,PRP-2330,open_floor_plan,Yes
FTR-09351,PRP-2331,open_floor_plan,no
FTR-09352,PRP-2331,smart_home,yes
FTR-09353,PRP-2331,solar_panels,0
FTR-09354,PRP-2332,hardwood_floors,YES
FTR-09355,PRP-2332,vaulted_ceilings,0
FTR-09356,PRP-2332,central_ac,0
FTR-09357,PRP-2332,new_roof,0
FTR-09358,PRP-2333,updated_kitchen,no
FTR-09359,PRP-2333,granite_counters,YES
FTR-09360,PRP-2333,stainless_appliances,no
FTR-09361,PRP-2333,hardwood_floors,1
FTR-09362,PRP-2333,master_suite,Yes
FTR-09363,PRP-2334,updated_kitchen,0
FTR-09364,PRP-2334,central_ac,Yes
FTR-09365,PRP-2334,walk_in_closet,YES
FTR-09366,PRP-2334,fireplace,1
FTR-09367,PRP-2334,solar_panels,YES
FTR-09368,PRP-2335,walk_in_closet,no
FTR-09369,PRP-2335,granite_counters,yes
FTR-09370,PRP-2335,fresh_paint,1
FTR-09371,PRP-2336,stainless_appliances,yes
FTR-09372,PRP-2336,master_suite,Yes
FTR-09373,PRP-2337,fireplace,0
FTR-09374,PRP-2337,stainless_appliances,Yes
FTR-09375,PRP-2338,vaulted_ceilings,yes
FTR-09376,PRP-2338,stainless_appliances,1
FTR-09377,PRP-2338,central_ac,Yes
FTR-09378,PRP-2339,updated_kitchen,Yes
FTR-09379,PRP-2339,stainless_appliances,YES
FTR-09380,PRP-2339,solar_panels,YES
FTR-09381,PRP-2339,granite_counters,0
FTR-09382,PRP-2339,smart_home,yes
FTR-09383,PRP-2339,hardwood_floors,no
FTR-09384,PRP-2340,fresh_paint,no
FTR-09385,PRP-2340,new_roof,yes
FTR-09386,PRP-2340,central_ac,Yes
FTR-09387,PRP-2340,smart_home,1
FTR-09388,PRP-2340,hardwood_floors,1
FTR-09389,PRP-2340,stainless_appliances,Yes
FTR-09390,PRP-2341,fresh_paint,YES
FTR-09391,PRP-2341,central_ac,Yes
FTR-09392,PRP-2342,walk_in_closet,no
FTR-09393,PRP-2342,central_ac,yes
FTR-09394,PRP-2342,fresh_paint,YES
FTR-09395,PRP-2342,hardwood_floors,no
FTR-09396,PRP-2342,stainless_appliances,1
FTR-09397,PRP-2343,new_roof,1
FTR-09398,PRP-2343,stainless_appliances,0
FTR-09399,PRP-2343,smart_home,no
FTR-09400,PRP-2344,fresh_paint,no
FTR-09401,PRP-2344,stainless_appliances,Yes
FTR-09402,PRP-2345,new_roof,yes
FTR-09403,PRP-2345,walk_in_closet,1
FTR-09404,PRP-2345,stainless_appliances,YES
FTR-09405,PRP-2345,hardwood_floors,1
FTR-09406,PRP-2345,solar_panels,YES
FTR-09407,PRP-2345,granite_counters,Yes
FTR-09408,PRP-2346,central_ac,Yes
FTR-09409,PRP-2346,open_floor_plan,1
FTR-09410,PRP-2347,solar_panels,1
FTR-09411,PRP-2347,walk_in_closet,0
FTR-09412,PRP-2348,central_ac,0
FTR-09413,PRP-2348,updated_kitchen,Yes
FTR-09414,PRP-2348,walk_in_closet,0
FTR-09415,PRP-2348,solar_panels,Yes
FTR-09416,PRP-2348,new_roof,0
FTR-09417,PRP-2348,stainless_appliances,yes
FTR-09418,PRP-2349,central_ac,0
FTR-09419,PRP-2349,fresh_paint,yes
FTR-09420,PRP-2349,stainless_appliances,no
FTR-09421,PRP-2349,smart_home,0
FTR-09422,PRP-2349,solar_panels,0
FTR-09423,PRP-2350,master_suite,no
FTR-09424,PRP-2350,hardwood_floors,no
FTR-09425,PRP-2350,walk_in_closet,Yes
FTR-09426,PRP-2350,updated_kitchen,YES
FTR-09427,PRP-2350,fresh_paint,Yes
FTR-09428,PRP-2350,central_ac,no
FTR-09429,PRP-2351,fireplace,0
FTR-09430,PRP-2351,central_ac,0
FTR-09431,PRP-2351,walk_in_closet,1
FTR-09432,PRP-2352,walk_in_closet,no
FTR-09433,PRP-2352,vaulted_ceilings,yes
FTR-09434,PRP-2353,fresh_paint,YES
FTR-09435,PRP-2353,vaulted_ceilings,1
FTR-09436,PRP-2353,granite_counters,YES
FTR-09437,PRP-2353,smart_home,Yes
FTR-09438,PRP-2354,fireplace,1
FTR-09439,PRP-2354,hardwood_floors,Yes
FTR-09440,PRP-2354,granite_counters,no
FTR-09441,PRP-2354,fresh_paint,1
FTR-09442,PRP-2354,open_floor_plan,yes
FTR-09443,PRP-2355,fresh_paint,yes
FTR-09444,PRP-2355,open_floor_plan,no
FTR-09445,PRP-2355,master_suite,0
FTR-09446,PRP-2355,fireplace,yes
FTR-09447,PRP-2355,walk_in_closet,0
FTR-09448,PRP-2355,vaulted_ceilings,YES
FTR-09449,PRP-2356,master_suite,no
FTR-09450,PRP-2356,new_roof,0
FTR-09451,PRP-2357,open_floor_plan,Yes
FTR-09452,PRP-2357,hardwood_floors,YES
FTR-09453,PRP-2357,smart_home,1
FTR-09454,PRP-2357,granite_counters,0
FTR-09455,PRP-2357,stainless_appliances,Yes
FTR-09456,PRP-2358,vaulted_ceilings,YES
FTR-09457,PRP-2358,walk_in_closet,no
FTR-09458,PRP-2358,smart_home,0
FTR-09459,PRP-2359,central_ac,yes
FTR-09460,PRP-2359,fireplace,YES
FTR-09461,PRP-2360,master_suite,no
FTR-09462,PRP-2360,granite_counters,yes
FTR-09463,PRP-2360,fresh_paint,Yes
FTR-09464,PRP-2360,vaulted_ceilings,YES
FTR-09465,PRP-2360,solar_panels,1
FTR-09466,PRP-2361,vaulted_ceilings,Yes
FTR-09467,PRP-2361,fresh_paint,0
FTR-09468,PRP-2362,fireplace,Yes
FTR-09469,PRP-2362,hardwood_floors,Yes
FTR-09470,PRP-2362,vaulted_ceilings,1
FTR-09471,PRP-2363,hardwood_floors,1
FTR-09472,PRP-2363,updated_kitchen,1
FTR-09473,PRP-2364,hardwood_floors,1
FTR-09474,PRP-2364,central_ac,Yes
FTR-09475,PRP-2365,fireplace,0
FTR-09476,PRP-2365,central_ac,1
FTR-09477,PRP-2365,smart_home,YES
FTR-09478,PRP-2365,walk_in_closet,yes
FTR-09479,PRP-2366,vaulted_ceilings,1
FTR-09480,PRP-2366,central_ac,yes
FTR-09481,PRP-2366,new_roof,0
FTR-09482,PRP-2366,open_floor_plan,Yes
FTR-09483,PRP-2367,open_floor_plan,no
FTR-09484,PRP-2367,fresh_paint,no
FTR-09485,PRP-2367,smart_home,no
FTR-09486,PRP-2367,new_roof,yes
FTR-09487,PRP-2367,hardwood_floors,Yes
FTR-09488,PRP-2368,granite_counters,Yes
FTR-09489,PRP-2368,central_ac,0
FTR-09490,PRP-2368,smart_home,1
FTR-09491,PRP-2369,fresh_paint,yes
FTR-09492,PRP-2369,stainless_appliances,YES
FTR-09493,PRP-2369,open_floor_plan,0
FTR-09494,PRP-2370,open_floor_plan,0
FTR-09495,PRP-2370,central_ac,no
FTR-09496,PRP-2370,fresh_paint,yes
FTR-09497,PRP-2370,master_suite,0
FTR-09498,PRP-2370,solar_panels,no
FTR-09499,PRP-2371,central_ac,YES
FTR-09500,PRP-2371,fresh_paint,Yes
FTR-09501,PRP-2371,hardwood_floors,1
FTR-09502,PRP-2371,stainless_appliances,yes
FTR-09503,PRP-2372,central_ac,0
