transaction_id,listing_id,buyer_id,agent_id,sale_price,sale_date,closing_date,commission_amount,transaction_status,financing_type,inspection_passed
TXN-01859,LST-4732,BYR-0529,AGT-0106,857219.9,2022-04-29,2022-06-08,24435.41,Cancelled,Cash,True
TXN-01860,LST-4784,BYR-3712,AGT-0112,2200794.26,2021-11-13,2021-12-03,111034.78,Cancelled,Cash,False
TXN-01861,LST-2829,BYR-2253,AGT-0224,2318567.17,2020-07-29,2020-09-07,120113.91,Cancelled,Cash,False
TXN-01862,LST-4620,BYR-0344,AGT-0178,167817.56,2022-09-30,2022-11-02,9480.85,Pending,Conventional,True
TXN-01863,LST-5728,BYR-3666,AGT-0202,1145506.06,2024-02-21,2024-04-01,40713.26,Completed,Cash,False
TXN-01864,LST-0633,BYR-0820,AGT-0240,2492901.93,2024-09-19,2024-10-29,127738.95,Pending,Conventional,True
TXN-01865,LST-0766,BYR-2277,AGT-0131,472274.67,2023-05-31,2023-07-08,23098.6,Completed,VA,False
TXN-01866,LST-2161,BYR-2843,AGT-0281,1199776.67,2021-10-18,2021-11-27,59330.68,Cancelled,Conventional,True
TXN-01867,LST-XXXX,BYR-1538,AGT-0184,796372.6,2023-09-25,2023-10-20,21361.48,Completed,VA,True
TXN-01868,LST-1403,BYR-2423,AGT-0043,377976.77,2023-03-12,2023-04-18,13877.11,Cancelled,VA,True
TXN-01869,LST-3484,BYR-1944,AGT-0235,395999.85,2021-12-21,2022-01-14,14620.12,Pending,Conventional,True
TXN-01870,LST-1915,BYR-2901,AGT-0222,714138.18,2023-01-08,2023-01-27,28336.76,Completed,FHA,False
TXN-01871,LST-0752,BYR-0861,AGT-0291,1195762.85,2021-07-27,2021-09-07,60896.87,Pending,Jumbo,True
TXN-01872,LST-3233,BYR-1872,AGT-0164,2559461.53,2022-05-05,2022-05-29,140678.7,Completed,Jumbo,True
TXN-01873,LST-5846,BYR-1062,AGT-0126,2053493.04,2022-03-13,2022-04-08,58202.02,Pending,Conventional,True
TXN-01874,LST-1946,BYR-0107,AGT-0227,1395652.4,2023-12-12,2023-12-31,67406.48,Completed,VA,True
TXN-01875,LST-0187,BYR-3405,AGT-0157,453689.28,2023-05-25,2023-06-09,22759.87,Pending,FHA,False
TXN-01876,LST-2795,BYR-3991,AGT-0221,993737.35,2022-11-01,2022-11-30,47937.1,Pending,Conventional,True
TXN-01877,LST-5717,BYR-1794,AGT-0123,238203.39,2023-12-16,2024-01-07,10557.96,Pending,Cash,True
TXN-01878,LST-1360,BYR-0469,AGT-0082,1327259.03,2021-02-07,2021-02-27,33368.77,Pending,Cash,True
TXN-01879,LST-3100,BYR-3451,AGT-0205,1261257.94,2024-02-25,2024-03-13,33653.2,Completed,Jumbo,True
TXN-01880,LST-2593,BYR-0736,AGT-0275,684751.54,2022-01-07,2022-02-15,24969.54,Cancelled,Conventional,True
TXN-01881,LST-3941,BYR-2045,AGT-0267,1710159.88,2022-08-28,2022-10-05,58012.79,Completed,Cash,False
TXN-01882,LST-1291,BYR-1711,AGT-0259,2256957.02,2022-08-27,2022-09-14,63245.05,Cancelled,Cash,True
TXN-01883,LST-5860,BYR-1273,AGT-0264,448129.68,2023-02-23,2023-03-16,16164.42,Cancelled,Conventional,True
TXN-01884,LST-2594,BYR-4000,AGT-0099,433797.87,2020-12-05,2020-12-26,13916.01,,Conventional,True
TXN-01885,LST-0044,BYR-0768,AGT-0059,151839.1,2021-12-19,2022-01-23,5818.28,Completed,FHA,True
TXN-01886,LST-XXXX,BYR-1432,AGT-0126,2628996.25,2021-06-09,2021-07-13,125228.37,Cancelled,Conventional,False
TXN-01887,LST-3352,BYR-3855,AGT-0200,1304519.03,2020-02-15,2020-03-07,67998.93,Completed,Conventional,True
TXN-01888,LST-0164,BYR-0051,AGT-0254,182783.02,2020-12-23,2021-01-08,8419.95,Completed,Jumbo,False
TXN-01889,LST-2543,BYR-1150,AGT-0030,2537748.22,2021-07-12,2021-08-08,131948.3,Cancelled,VA,False
TXN-01890,LST-2185,BYR-1151,AGT-0108,2607441.35,2022-12-04,2022-12-30,86857.01,Pending,FHA,True
TXN-01891,LST-0787,BYR-3084,AGT-0240,1086684.23,2022-12-31,2023-01-29,50430.91,Cancelled,Jumbo,True
TXN-01892,LST-5838,BYR-2623,AGT-0298,1997302.47,2021-06-06,2021-07-19,78958.39,,FHA,True
TXN-01893,LST-5389,BYR-3829,AGT-0229,717781.44,2022-04-22,2022-05-25,26120.95,Pending,Conventional,True
TXN-01894,LST-1996,BYR-1347,AGT-0128,750990.99,2020-07-03,2020-08-12,25643.25,Pending,FHA,False
TXN-01895,LST-5851,BYR-3172,AGT-0072,381139.87,2021-12-29,2022-02-12,19232.46,Pending,Conventional,False
TXN-01896,LST-0891,BYR-2432,AGT-0264,2833999.74,2023-11-05,2023-12-18,91418.86,Cancelled,Conventional,True
TXN-01897,LST-5966,BYR-2019,AGT-0074,1598567.66,2022-01-14,2022-02-20,74634.48,Cancelled,VA,True
TXN-01898,LST-5896,BYR-3005,AGT-0088,603305.42,2022-10-21,2022-11-08,15818.47,,FHA,True
TXN-01899,LST-5004,BYR-2447,AGT-0068,823299.59,2021-06-19,2021-07-05,28060.85,Cancelled,Jumbo,False
TXN-01900,LST-3842,BYR-2649,AGT-0060,2898005.62,2020-06-09,2020-07-12,75057.59,Cancelled,VA,True
TXN-01901,LST-5438,BYR-3973,AGT-0138,664976.91,2024-05-11,2024-06-06,28160.4,Completed,FHA,True
TXN-01902,LST-0023,BYR-0978,AGT-0283,125818.3,2024-07-03,2024-08-03,3907.1,Completed,Conventional,True
TXN-01903,LST-2381,BYR-3634,AGT-0280,2431835.76,2022-02-22,2022-03-30,112912.52,Pending,VA,False
TXN-01904,LST-5603,BYR-0899,AGT-0001,500450.23,2020-12-29,2021-01-29,14992.22,Cancelled,FHA,True
TXN-01905,LST-5708,BYR-3096,AGT-0137,2307702.05,2023-12-24,2024-02-07,104830.54,Pending,Conventional,True
TXN-01906,LST-5296,BYR-3763,AGT-0221,1616230.86,2021-01-21,2021-02-11,74970.78,Pending,Jumbo,True
TXN-01907,LST-3536,BYR-2262,AGT-0011,703318.68,2020-04-10,2020-05-11,41418.9,Cancelled,FHA,True
TXN-01908,LST-5162,BYR-3614,AGT-0049,1712461.83,2021-01-26,2021-02-14,92030.25,Cancelled,Conventional,True
TXN-01909,LST-5489,BYR-1274,AGT-0152,2308269.77,2023-09-28,2023-10-20,115071.5,Completed,Conventional,True
TXN-01910,LST-0546,BYR-3450,AGT-0059,1823516.48,2022-07-04,2022-08-13,99502.11,Pending,Conventional,False
TXN-01911,LST-0210,BYR-1116,AGT-0070,2304827.66,2022-10-23,2022-12-07,68579.46,Completed,Conventional,False
TXN-01912,LST-1736,BYR-2702,AGT-0062,421144.25,2022-07-06,2022-07-26,17125.23,Completed,Conventional,True
TXN-01913,LST-0312,BYR-1383,AGT-0221,750158.26,2021-07-08,2021-08-07,33359.11,Cancelled,FHA,True
TXN-01914,LST-1291,BYR-2517,AGT-0276,1931363.63,2022-08-03,2022-09-15,92160.46,Pending,Conventional,True
TXN-01915,LST-1011,BYR-0206,AGT-0198,58914.87,2023-02-28,2023-03-17,1546.44,Cancelled,Conventional,True
TXN-01916,LST-5225,BYR-1038,AGT-0002,2226118.13,2024-01-06,2024-01-23,71958.92,Cancelled,Cash,True
TXN-01917,LST-1676,BYR-0350,AGT-0042,334778.21,2020-05-30,2020-06-22,16618.31,,Cash,True
TXN-01918,LST-1682,BYR-2089,AGT-0087,2131914.7,2021-05-04,2021-06-18,88140.91,Completed,FHA,True
TXN-01919,LST-0744,BYR-2893,AGT-0202,2067021.64,2022-09-05,2022-10-09,77371.85,Completed,Jumbo,True
TXN-01920,LST-5853,BYR-2681,AGT-0150,2622015.33,2023-06-28,2023-07-22,137538.87,Pending,Cash,False
TXN-01921,LST-1870,BYR-0007,AGT-0221,2011185.95,2020-04-22,2020-05-11,116105.33,Pending,Conventional,True
TXN-01922,LST-3452,BYR-3351,AGT-0126,2324823.07,2021-03-02,2021-04-16,137508.41,Pending,FHA,True
TXN-01923,LST-2134,BYR-1915,AGT-0179,2499127.88,2024-07-18,2024-08-17,82152.98,Cancelled,Conventional,True
TXN-01924,LST-5332,BYR-0881,AGT-0204,1061577.18,2024-04-03,2024-04-26,51636.85,Cancelled,VA,True
TXN-01925,LST-5717,BYR-1190,AGT-0073,242628.36,2023-09-29,2023-10-14,13720.65,Cancelled,VA,True
TXN-01926,LST-2873,BYR-0699,AGT-0146,2367892.85,2023-04-28,2023-06-09,95546.55,Completed,VA,True
TXN-01927,LST-4738,BYR-2375,AGT-0130,907361.71,2020-08-10,2020-09-09,23548.67,Completed,Conventional,True
TXN-01928,LST-0745,BYR-2151,AGT-0268,1974082.3,2020-10-16,2020-11-17,90515.79,Pending,USDA,True
TXN-01929,LST-3358,BYR-3543,AGT-0290,386772.04,2023-10-28,2023-11-19,22091.38,Pending,Conventional,False
TXN-01930,LST-4137,BYR-2748,AGT-0137,1694812.22,2020-08-19,2020-09-26,45769.88,Pending,Jumbo,False
TXN-01931,LST-0375,BYR-2309,AGT-0052,249398.83,2021-06-27,2021-07-19,11915.62,Cancelled,Conventional,True
TXN-01932,LST-2912,BYR-3863,AGT-0064,1326724.1,2020-10-18,2020-11-29,76605.28,Completed,FHA,True
TXN-01933,LST-0748,BYR-2744,AGT-0052,243577.87,2020-12-12,2021-01-20,6228.11,Completed,Cash,True
TXN-01934,LST-3530,BYR-0164,AGT-0120,1508101.63,2021-03-20,2021-04-07,61255.99,Completed,Conventional,True
TXN-01935,LST-4435,BYR-0034,AGT-0175,2208486.45,2020-03-30,2020-04-24,57571.33,Completed,Conventional,False
TXN-01936,LST-0184,BYR-0646,AGT-0121,1103605.49,2020-06-27,2020-07-12,60143.51,Cancelled,Conventional,True
TXN-01937,LST-3341,BYR-0111,AGT-0270,2317683.41,2022-05-29,2022-07-03,67311.67,Cancelled,Cash,True
TXN-01938,LST-1945,BYR-1143,AGT-0013,522665.81,2022-06-27,2022-07-22,22372.53,,Cash,True
TXN-01939,LST-5623,BYR-0328,AGT-0085,1717295.29,2022-11-29,2022-12-27,74728.92,Completed,Cash,False
TXN-01940,LST-1049,BYR-0925,AGT-0100,2191510.5,2022-04-29,2022-06-07,56089.73,,Jumbo,True
TXN-01941,LST-5424,BYR-0552,AGT-0083,120205.88,2022-05-18,2022-06-16,4247.22,Pending,Cash,True
TXN-01942,LST-XXXX,BYR-3032,AGT-0224,1901639.6,2022-01-07,2022-01-23,97863.84,Completed,Conventional,True
TXN-01943,LST-2569,BYR-0430,AGT-0028,1607056.6,2020-08-28,2020-09-14,45948.1,Cancelled,Cash,False
TXN-01944,LST-0905,BYR-2045,AGT-0296,1903164.38,2023-02-12,2023-03-11,51807.71,Cancelled,VA,True
TXN-01945,LST-5110,BYR-2810,AGT-0007,61863.51,2021-05-14,2021-06-21,3367.71,Completed,Conventional,True
TXN-01946,LST-2635,BYR-3969,AGT-0157,1140449.23,2022-01-07,2022-01-29,31225.68,Completed,FHA,True
TXN-01947,LST-3426,BYR-2146,AGT-0099,2173727.92,2024-05-07,2024-06-03,120697.14,Pending,Conventional,True
TXN-01948,LST-3411,BYR-2009,AGT-0043,1976915.96,2020-08-23,2020-09-30,78471.26,Cancelled,Conventional,True
TXN-01949,LST-1124,BYR-3630,AGT-0223,2202024.23,2023-11-02,2023-11-28,73248.01,Cancelled,FHA,True
TXN-01950,LST-0288,BYR-0533,AGT-0152,1294643.53,2022-12-02,2023-01-09,75611.47,Cancelled,Conventional,True
TXN-01951,LST-5301,BYR-3845,AGT-0293,799017.91,2024-06-21,2024-07-11,35626.45,Pending,Cash,False
TXN-01952,LST-5407,BYR-2259,AGT-0247,2346802.9,2021-11-17,2021-12-15,121745.7,Cancelled,Conventional,True
TXN-01953,LST-0322,BYR-2708,AGT-0150,676869.63,2020-11-21,2020-12-25,28766.17,Completed,Cash,True
TXN-01954,LST-5589,BYR-2803,AGT-0034,1073315.83,2021-02-20,2021-04-04,31630.33,Completed,Cash,False
TXN-01955,LST-5361,BYR-3792,AGT-0061,1611777.13,2022-08-06,2022-09-05,56602.7,Cancelled,Conventional,False
TXN-01956,LST-4514,BYR-0011,AGT-0228,1840007.25,2020-03-01,2020-03-18,64728.73,Cancelled,Conventional,False
TXN-01957,LST-3154,BYR-2604,AGT-0157,1126071.94,2023-09-04,2023-10-06,39275.68,Cancelled,Conventional,True
TXN-01958,LST-5335,BYR-3601,AGT-0276,1454433.97,2021-04-26,2021-05-23,51530.68,Pending,Conventional,False
TXN-01959,LST-5617,BYR-3195,AGT-0188,960116.79,2024-04-30,2024-06-08,39229.85,Completed,Conventional,True
TXN-01960,LST-5773,BYR-0129,AGT-0264,884716.78,2021-06-12,2021-07-16,35059.11,Completed,Cash,True
TXN-01961,LST-5170,BYR-0755,AGT-0098,915852.77,2022-07-18,2022-08-08,27333.62,Cancelled,Conventional,True
TXN-01962,LST-3676,BYR-0498,AGT-0101,425898.15,2023-09-17,2023-10-04,13721.54,Pending,FHA,False
TXN-01963,LST-2942,BYR-0737,AGT-0273,1901776.72,2020-10-02,2020-10-24,63275.24,Pending,Conventional,True
TXN-01964,LST-5019,BYR-1800,AGT-0135,1748608.85,2022-02-09,2022-03-08,101794.91,Pending,FHA,True
TXN-01965,LST-0604,BYR-2786,AGT-0121,2287491.73,2022-11-25,2022-12-16,104679.85,Cancelled,FHA,False
TXN-01966,LST-2506,BYR-1962,AGT-0066,1768641.19,2024-03-29,2024-04-19,57139.35,Completed,Conventional,True
TXN-01967,LST-4610,BYR-2383,AGT-0072,1458657.35,2020-07-25,2020-09-06,69179.13,Cancelled,FHA,False
TXN-01968,LST-1445,BYR-2393,AGT-0030,1476410.94,2022-10-08,2022-11-11,64309.15,Pending,Conventional,True
TXN-01969,LST-5149,BYR-2923,AGT-0166,1913393.5,2022-11-12,2022-11-28,57470.88,Pending,FHA,True
TXN-01970,LST-5624,BYR-2227,AGT-0015,2138884.58,2020-10-27,2020-12-05,79675.97,Pending,Conventional,False
TXN-01971,LST-XXXX,BYR-0043,AGT-0161,510712.07,2021-08-12,2021-09-12,21776.84,Completed,Cash,True
TXN-01972,LST-5837,BYR-2468,AGT-0176,275489.84,2023-10-11,2023-10-29,14168.35,Pending,Conventional,False
TXN-01973,LST-2152,BYR-3150,AGT-0300,2444511.69,2024-07-17,2024-08-17,117498.01,Pending,Cash,True
TXN-01974,LST-2819,BYR-1325,AGT-0272,1185476.32,2022-10-31,2022-12-09,49092.16,Completed,Conventional,True
TXN-01975,LST-3675,BYR-3029,AGT-0081,909807.76,2023-01-01,2023-01-27,25056.83,Completed,Conventional,True
TXN-01976,LST-5722,BYR-3661,AGT-0159,2415127.73,2024-01-12,2024-02-07,86480.31,Pending,FHA,True
TXN-01977,LST-0337,BYR-2105,AGT-0081,856958.51,2022-10-10,2022-11-24,40356.42,Completed,Jumbo,True
TXN-01978,LST-0782,BYR-3360,AGT-0166,1518627.06,2024-03-25,2024-05-06,83456.79,Completed,VA,False
TXN-01979,LST-0035,BYR-2798,AGT-0207,2606748.5,2021-01-04,2021-01-25,98283.59,Cancelled,Cash,False
TXN-01980,LST-4447,BYR-3552,AGT-0261,1707534.58,2021-02-08,2021-03-02,94893.59,Pending,FHA,True
TXN-01981,LST-1601,BYR-1421,AGT-0104,2202492.18,2023-12-08,2024-01-20,102134.99,Pending,Conventional,True
TXN-01982,LST-0152,BYR-3249,AGT-0220,2122696.36,2023-09-22,2023-10-30,82414.88,Cancelled,VA,True
TXN-01983,LST-3556,BYR-3779,AGT-0116,197620.96,2020-10-16,2020-11-24,9853.34,Completed,VA,True
TXN-01984,LST-0419,BYR-0179,AGT-0152,688387.44,2023-05-28,2023-06-27,35572.21,Pending,Jumbo,True
TXN-01985,LST-4764,BYR-0678,AGT-0043,1384459.54,2024-01-27,2024-02-23,56194.25,Cancelled,Cash,True
TXN-01986,LST-2797,BYR-0052,AGT-0219,583394.46,2023-03-12,2023-03-31,29614.45,Cancelled,FHA,True
TXN-01987,LST-1540,BYR-1929,AGT-0183,1351776.79,2020-09-12,2020-10-10,37843.26,Completed,Cash,False
TXN-01988,LST-3850,BYR-3476,AGT-0061,1871813.42,2022-06-08,2022-07-23,83671.16,Pending,Conventional,True
TXN-01989,LST-3828,BYR-3189,AGT-0070,930947.64,2023-01-31,2023-03-02,47584.82,Pending,Conventional,True
TXN-01990,LST-5780,BYR-1295,AGT-0018,1928793.38,2022-10-07,2022-10-31,90497.79,Cancelled,Conventional,True
TXN-01991,LST-3731,BYR-2422,AGT-0103,1796240.05,2020-04-27,2020-06-08,56836.28,Cancelled,Conventional,True
TXN-01992,LST-4577,BYR-3326,AGT-0169,364084.58,2023-10-19,2023-11-10,9989.29,Completed,Cash,True
TXN-01993,LST-4625,BYR-1442,AGT-0129,1893224.78,2021-08-21,2021-09-13,65173.24,,Cash,False
TXN-01994,LST-3796,BYR-0979,AGT-0145,1496424.0,2023-08-13,2023-09-10,87285.67,Pending,FHA,False
TXN-01995,LST-4875,BYR-2739,AGT-0269,407855.81,2023-04-19,2023-06-02,12477.39,Pending,FHA,False
TXN-01996,LST-0150,BYR-0967,AGT-0221,403308.15,2023-07-29,2023-08-19,11838.8,Cancelled,Conventional,True
TXN-01997,LST-5595,BYR-0361,AGT-0031,776419.77,2021-02-15,2021-03-26,27217.17,Pending,Jumbo,True
TXN-01998,LST-3903,BYR-0855,AGT-0016,1314751.2,2023-05-18,2023-06-15,43583.94,Pending,Jumbo,True
TXN-01999,LST-5313,BYR-3707,AGT-0165,1050742.32,2021-04-09,2021-05-04,54181.75,Pending,Conventional,True
TXN-02000,LST-0152,BYR-1461,AGT-0193,2381938.52,2023-10-11,2023-11-25,98853.14,Pending,Conventional,True
TXN-02001,LST-1008,BYR-0651,AGT-0054,1436930.66,2022-01-04,2022-01-27,43789.11,Pending,Conventional,True
TXN-02002,LST-1152,BYR-1524,AGT-0292,491218.61,2023-10-17,2023-11-13,26084.53,Completed,USDA,False
TXN-02003,LST-4377,BYR-3968,AGT-0245,129712.59,2021-08-19,2021-09-24,6011.67,Pending,Conventional,True
TXN-02004,LST-1158,BYR-1244,AGT-0132,404683.49,2023-02-10,2023-03-15,11789.3,Completed,Cash,True
TXN-02005,LST-4568,BYR-2642,AGT-0046,1447435.31,2023-07-25,2023-08-30,40943.65,Cancelled,VA,False
TXN-02006,LST-5147,BYR-2791,AGT-0049,169255.87,2021-08-11,2021-09-19,7030.6,Pending,Conventional,True
TXN-02007,LST-0812,BYR-3267,AGT-0151,1247309.91,2023-07-16,2023-08-13,65707.14,Completed,Conventional,True
TXN-02008,LST-1939,BYR-3876,AGT-0030,2208421.24,2021-02-01,2021-03-03,130152.7,Completed,Cash,True
TXN-02009,LST-3335,BYR-0681,AGT-0189,2377183.51,2024-06-29,2024-08-07,140559.57,Pending,Conventional,True
TXN-02010,LST-XXXX,BYR-2337,AGT-0253,1242438.37,2021-09-10,2021-10-25,38416.46,Cancelled,Conventional,True
TXN-02011,LST-0321,BYR-2026,AGT-0270,1297711.38,2022-06-16,2022-07-11,68535.86,Pending,Cash,True
TXN-02012,LST-4080,BYR-3022,AGT-0268,2003133.15,2023-01-10,2023-02-05,63878.9,Completed,FHA,True
TXN-02013,LST-4531,BYR-1038,AGT-0038,2366526.85,2021-08-19,2021-09-09,114086.32,Cancelled,Conventional,True
TXN-02014,LST-2860,BYR-2332,AGT-0010,323924.69,2021-09-24,2021-10-23,16320.02,Pending,Cash,True
TXN-02015,LST-2572,BYR-1110,AGT-0199,663250.56,2024-07-20,2024-08-17,18480.19,Completed,FHA,True
TXN-02016,LST-1363,BYR-3431,AGT-0044,397164.2,2021-03-17,2021-04-22,15556.73,Pending,Conventional,True
TXN-02017,LST-XXXX,BYR-2919,AGT-0132,1423128.05,2022-10-08,2022-11-11,77300.67,Pending,Conventional,True
TXN-02018,LST-4488,BYR-0014,AGT-0046,1386127.96,2023-02-18,2023-03-23,75310.04,Completed,Conventional,True
TXN-02019,LST-1521,BYR-2456,AGT-0244,1273968.22,2021-02-09,2021-03-09,42004.87,Completed,FHA,False
TXN-02020,LST-2356,BYR-3484,AGT-0011,1389209.47,2024-02-25,2024-03-11,73912.67,Cancelled,VA,False
TXN-02021,LST-1749,BYR-2278,AGT-0221,1345436.63,2020-06-21,2020-07-25,43937.88,Completed,Jumbo,False
TXN-02022,LST-2607,BYR-3305,AGT-0177,847110.64,2022-03-31,2022-05-07,28314.22,Cancelled,FHA,True
TXN-02023,LST-5707,BYR-1603,AGT-0192,440215.04,2020-10-03,2020-11-09,25631.19,Completed,Conventional,True
TXN-02024,LST-1294,BYR-1752,AGT-0081,1762651.79,2024-06-28,2024-08-12,63586.09,Cancelled,Cash,False
TXN-02025,LST-3935,BYR-3232,AGT-0067,2027347.34,2022-11-03,2022-12-06,118819.28,Completed,FHA,False
TXN-02026,LST-3776,BYR-0130,AGT-0045,1669096.56,2022-05-13,2022-05-29,44642.86,Pending,Cash,False
TXN-02027,LST-5666,BYR-3632,AGT-0200,1951538.11,2023-05-19,2023-06-21,83971.44,Cancelled,Jumbo,True
TXN-02028,LST-3083,BYR-2246,AGT-0064,937177.96,2023-02-06,2023-02-21,29633.95,Cancelled,Jumbo,False
TXN-02029,LST-1494,BYR-2373,AGT-0036,2397236.46,2020-10-31,2020-12-06,67372.42,Pending,Conventional,True
TXN-02030,LST-3530,BYR-3268,AGT-0269,1496583.3,2021-03-07,2021-04-02,57782.41,Cancelled,Conventional,True
TXN-02031,LST-5427,BYR-3862,AGT-0020,209414.05,2021-10-25,2021-11-25,8798.91,Cancelled,VA,True
TXN-02032,LST-0552,BYR-1757,AGT-0144,1368615.2,2021-06-02,2021-07-06,49888.78,Pending,Cash,False
TXN-02033,LST-3071,BYR-3778,AGT-0114,688462.08,2022-12-07,2023-01-12,31014.75,Pending,Cash,True
TXN-02034,LST-5898,BYR-1776,AGT-0278,570625.79,2022-09-08,2022-10-12,32984.6,Pending,USDA,True
TXN-02035,LST-4098,BYR-0036,AGT-0149,1700912.09,2024-08-15,2024-09-29,77217.73,Cancelled,FHA,True
TXN-02036,LST-5930,BYR-3981,AGT-0092,420805.66,2020-02-29,2020-04-06,14623.46,Completed,Jumbo,False
TXN-02037,LST-3720,BYR-3376,AGT-0082,1240388.11,2022-02-13,2022-03-27,66358.22,Completed,Conventional,True
TXN-02038,LST-1091,BYR-3937,AGT-0272,2254014.41,2024-07-28,2024-09-03,106168.42,Cancelled,Jumbo,True
TXN-02039,LST-1532,BYR-3231,AGT-0167,500055.25,2023-05-29,2023-06-22,22955.95,Completed,Conventional,False
TXN-02040,LST-4549,BYR-0090,AGT-0060,1406151.55,2023-09-17,2023-10-26,44178.83,Cancelled,Cash,True
TXN-02041,LST-3091,BYR-2988,AGT-0038,1790834.2,2024-01-21,2024-03-06,93507.74,Completed,Conventional,True
TXN-02042,LST-5595,BYR-3623,AGT-0186,794923.38,2020-12-31,2021-01-28,37750.74,Pending,Jumbo,True
TXN-02043,LST-4094,BYR-3302,AGT-0287,1354632.4,2024-09-09,2024-10-20,63150.85,Cancelled,Conventional,False
TXN-02044,LST-2657,BYR-0787,AGT-0235,603397.41,2024-03-13,2024-04-16,34400.93,Cancelled,FHA,True
TXN-02045,LST-3983,BYR-0411,AGT-0191,1550913.16,2022-09-19,2022-10-23,66915.39,Cancelled,FHA,False
TXN-02046,LST-5455,BYR-1702,AGT-0167,1803993.66,2023-05-28,2023-07-11,69556.15,Completed,Cash,False
TXN-02047,LST-XXXX,BYR-1477,AGT-0048,830393.03,2022-05-07,2022-06-17,32157.28,Cancelled,Cash,True
TXN-02048,LST-1844,BYR-2378,AGT-0194,1969184.57,2021-07-17,2021-08-22,114118.52,,Conventional,True
TXN-02049,LST-0147,BYR-1092,AGT-0253,2702816.57,2021-12-21,2022-01-08,115366.44,Completed,Conventional,True
TXN-02050,LST-0632,BYR-0948,AGT-0079,1932060.49,2021-10-17,2021-11-13,48521.59,Cancelled,FHA,True
TXN-02051,LST-1303,BYR-1241,AGT-0292,2634222.74,2020-06-30,2020-07-28,95263.9,Cancelled,FHA,True
TXN-02052,LST-2112,BYR-3965,AGT-0261,985022.8,2022-10-02,2022-10-27,33089.18,Pending,FHA,True
TXN-02053,LST-1508,BYR-2277,AGT-0164,185624.0,2020-07-27,2020-09-05,9672.09,Pending,Conventional,False
TXN-02054,LST-1520,BYR-1359,AGT-0014,557714.71,2022-05-28,2022-07-01,20998.77,Completed,Conventional,True
TXN-02055,LST-2719,BYR-1230,AGT-0013,1722315.64,2021-11-04,2021-12-18,45459.85,Pending,Conventional,True
TXN-02056,LST-3408,BYR-0496,AGT-0173,1726624.75,2023-02-16,2023-03-30,45479.94,Completed,Cash,True
TXN-02057,LST-1374,BYR-1851,AGT-0125,2294031.57,2021-11-04,2021-12-11,102068.23,Pending,Conventional,False
TXN-02058,LST-5441,BYR-2148,AGT-0183,1613317.31,2021-12-31,2022-02-09,84558.36,Pending,Jumbo,True
TXN-02059,LST-1621,BYR-2126,AGT-0217,2548044.82,2020-08-31,2020-10-13,123229.85,Completed,Cash,False
TXN-02060,LST-1771,BYR-1651,AGT-0055,1863330.68,2024-08-29,2024-09-18,65511.23,Pending,Conventional,True
TXN-02061,LST-2977,BYR-3848,AGT-0121,1378197.29,2020-10-10,2020-11-05,59833.0,Pending,Cash,True
TXN-02062,LST-3852,BYR-0482,AGT-0119,1009338.05,2021-06-16,2021-07-19,39733.77,Pending,FHA,False
TXN-02063,LST-5544,BYR-3391,AGT-0148,1972582.18,2020-01-31,2020-03-06,76876.53,Pending,FHA,True
TXN-02064,LST-1635,BYR-3123,AGT-0116,1701370.59,2022-02-05,2022-03-05,98541.11,Pending,Cash,True
TXN-02065,LST-2943,BYR-1157,AGT-0035,373382.4,2022-06-25,2022-07-17,11886.49,Completed,Cash,True
TXN-02066,LST-1240,BYR-3811,AGT-0216,648465.63,2021-10-21,2021-11-26,32741.83,Completed,VA,True
TXN-02067,LST-5520,BYR-1488,AGT-0187,1323193.93,2022-04-21,2022-05-29,65524.87,Cancelled,FHA,False
TXN-02068,LST-2872,BYR-3081,AGT-0162,246314.35,2023-12-16,2024-01-27,14390.06,Completed,Conventional,True
TXN-02069,LST-1042,BYR-0146,AGT-0176,829867.93,2022-10-12,2022-11-26,48343.12,Cancelled,Conventional,True
TXN-02070,LST-2444,BYR-3433,AGT-0088,133880.84,2023-05-03,2023-05-27,3649.15,Pending,VA,True
TXN-02071,LST-1568,BYR-1904,AGT-0276,991106.14,2020-11-02,2020-12-08,51463.7,Pending,Conventional,True
TXN-02072,LST-XXXX,BYR-3013,AGT-0292,2492891.71,2022-04-23,2022-06-07,104904.1,Pending,Conventional,True
TXN-02073,LST-2984,BYR-1717,AGT-0055,2427845.25,2023-03-17,2023-04-04,93530.46,,Cash,True
TXN-02074,LST-2426,BYR-2962,AGT-0039,2344654.53,2022-11-27,2022-12-21,106453.9,Pending,Conventional,False
TXN-02075,LST-5234,BYR-2205,AGT-0247,234170.11,2023-08-08,2023-09-09,8908.43,Completed,Conventional,True
TXN-02076,LST-4564,BYR-1100,AGT-0010,1278894.27,2024-03-10,2024-04-23,32505.26,Pending,Conventional,True
TXN-02077,LST-3031,BYR-1136,AGT-0047,1863222.11,2023-09-05,2023-09-20,72420.3,Cancelled,USDA,False
TXN-02078,LST-1655,BYR-3320,AGT-0176,2049435.51,2022-12-27,2023-01-14,120748.35,Completed,Conventional,True
TXN-02079,LST-0846,BYR-1688,AGT-0109,2631800.74,2022-05-21,2022-06-30,145189.47,Completed,Conventional,True
TXN-02080,LST-1915,BYR-3891,AGT-0234,711410.87,2023-04-12,2023-05-04,27522.88,Pending,Conventional,True
