property_id,location_id,property_type,year_built,square_footage,bedrooms,bathrooms,lot_size_sqft,garage_spaces,has_pool,has_basement,stories
PRP-2382,LOC-4132,CONDO,1972,3806,1,3.5,1301.0,4,True,False,3
PRP-2383,LOC-3988,Single Family Home,2008,4220,3,1.0,43293.0,4,True,True,2
PRP-2384,LOC-4446,condominium,1932,6059,1,4.0,,1,True,False,1
PRP-2385,LOC-1358,single family,1938,6102,5,5.0,49304.0,2,False,False,1
PRP-2386,LOC-3216,Single-Family,1962,3756,4,3.5,41892.0,0,True,True,1
PRP-2387,LOC-3453,TH,1958,6502,4,5.5,31213.0,3,True,False,3
PRP-2388,LOC-1161,Condo,1959,1072,4,3.5,,3,False,True,2
PRP-2389,LOC-0545,SINGLE-FAMILY,1974,3241,1,2.0,26359.0,1,False,True,1
PRP-2390,LOC-1247,Single-Family,1987,6844,7,3.0,13733.0,2,False,False,2
PRP-2391,LOC-4322,condominium,1929,3216,1,2.5,,4,True,True,3
PRP-2392,LOC-4508,sfr,1924,3481,2,3.5,46942.0,0,False,False,1
PRP-2393,LOC-0895,Condominium,1943,1233,3,1.5,,4,True,False,3
PRP-2394,LOC-3202,condominium,2001,2786,1,5.5,1958.0,1,False,True,1
PRP-2395,LOC-3819,Town House,1985,5193,3,4.0,3801.0,0,False,True,3
PRP-2396,LOC-2807,single family,1940,1288,5,2.5,37658.0,1,False,True,1
PRP-2397,LOC-0650,LAND,1966,1917,7,2.5,46585.0,2,False,False,3
PRP-2398,LOC-4682,Townhouse,2018,2510,7,5.5,49985.0,4,False,True,1
PRP-2399,LOC-1885,townhouse,1994,541,4,1.0,22587.0,2,True,True,3
PRP-2400,LOC-4894,SINGLE-FAMILY,2005,2668,3,1.5,10525.0,4,False,False,3
PRP-2401,LOC-2398,condominium,1993,2614,2,1.5,,0,True,False,2
PRP-2402,LOC-4792,townhouse,1941,4019,2,1.0,2400.0,0,True,False,1
PRP-2403,LOC-4458,MULTI-FAMILY,1945,5618,7,5.5,43064.0,1,False,True,2
PRP-2404,LOC-0720,Single-Family,2019,3491,2,5.0,3336.0,3,False,True,2
PRP-2405,LOC-3799,single family,1966,7900,5,1.5,39632.0,0,False,False,1
PRP-2406,LOC-2869,SINGLE-FAMILY,2002,5486,1,4.0,29472.0,0,True,False,2
PRP-2407,LOC-3568,multi family,2007,2690,1,1.0,11834.0,3,True,False,1
PRP-2408,LOC-4639,Condominium,1962,4045,3,2.5,,2,False,True,3
PRP-2409,LOC-4838,Condominium,1986,1169,7,1.5,,0,True,True,3
PRP-2410,LOC-1979,Multifamily,1926,3431,5,2.0,39131.0,0,True,False,3
PRP-2411,LOC-3836,SINGLE-FAMILY,1971,2583,4,5.0,42955.0,0,False,False,1
PRP-2412,LOC-0167,SFR,1993,4195,1,1.0,8130.0,1,True,False,1
PRP-2413,LOC-3878,sfr,1934,3977,4,3.5,25528.0,4,True,False,2
PRP-2414,LOC-1882,Single-Family,1989,1963,3,1.5,44804.0,3,True,True,2
PRP-2415,LOC-3912,Single Family Home,1939,5957,7,2.5,44511.0,3,False,False,3
PRP-2416,LOC-1795,Townhouse,1935,3662,2,3.5,42137.0,1,True,False,1
PRP-2417,LOC-1431,Condo,1999,648,5,5.5,221.0,4,False,True,3
PRP-2418,LOC-0683,TH,1932,7991,4,1.5,16287.0,0,False,False,3
PRP-2419,LOC-4833,Single Family Home,1931,7508,6,1.5,5713.0,1,True,False,3
PRP-2420,LOC-4980,sfr,1966,5154,2,5.0,33178.0,4,False,True,3
PRP-2421,LOC-0930,CONDO,1999,2446,3,3.0,1119.0,3,False,True,1
PRP-2422,LOC-3203,Multi-Family,1945,474,2,4.5,17274.0,3,True,False,1
PRP-2423,LOC-0101,CONDO,2013,922,6,5.0,,3,False,True,1
PRP-2424,LOC-2481,TH,1970,1916,4,1.5,21048.0,2,True,False,2
PRP-2425,LOC-3361,single family,1974,945,1,1.0,10907.0,4,False,False,2
PRP-2426,LOC-2240,townhouse,1986,4286,3,4.5,6640.0,4,True,True,2
PRP-2427,LOC-1661,SINGLE-FAMILY,2020,1200,6,4.0,24616.0,4,False,False,2
PRP-2428,LOC-3383,Condo,1973,938,6,3.5,,4,True,True,2
PRP-2429,LOC-1551,Town House,2023,2498,3,2.0,36717.0,1,True,True,1
PRP-2430,LOC-1328,SINGLE-FAMILY,2015,6417,5,1.5,10936.0,4,True,True,3
PRP-2431,LOC-1217,sfr,2005,2963,1,1.5,5127.0,1,False,False,1
PRP-2432,LOC-0506,single family,1992,5911,6,5.5,5676.0,2,True,True,2
PRP-2433,LOC-1434,Town House,1985,5510,6,1.5,39178.0,1,False,False,3
PRP-2434,LOC-3496,Single-Family,2009,1316,1,5.5,48906.0,3,True,True,2
PRP-2435,LOC-2446,Condo,2012,6566,4,5.5,457.0,3,False,False,2
PRP-2436,LOC-4971,SINGLE-FAMILY,1946,4267,3,4.0,30897.0,0,False,True,1
PRP-2437,LOC-4800,MULTI-FAMILY,2009,7307,5,2.0,6803.0,1,False,True,3
PRP-2438,LOC-2381,TOWNHOUSE,1942,6467,5,3.0,27789.0,4,False,True,2
PRP-2439,LOC-3761,Single Family Home,1944,3570,2,3.5,35614.0,0,True,True,1
PRP-2440,LOC-3135,sfr,1980,5414,2,3.5,38807.0,2,True,False,2
PRP-2441,LOC-0905,single family,2015,1382,2,2.0,37155.0,2,False,True,1
PRP-2442,LOC-0281,single family,2010,2196,2,2.0,42810.0,2,False,True,3
PRP-2443,LOC-0275,Lot,1980,5994,6,4.5,160920.0,1,True,True,3
PRP-2444,LOC-0839,Single Family Home,2020,5512,5,5.5,33669.0,3,False,True,3
PRP-2445,LOC-3701,TH,2009,1066,3,2.0,34127.0,0,True,False,3
PRP-2446,LOC-1675,MULTI-FAMILY,2016,3034,6,1.0,32525.0,3,True,True,1
PRP-2447,LOC-1334,Single-Family,1941,6956,7,4.0,18378.0,1,False,True,3
PRP-2448,LOC-3739,Condo,1992,5660,7,5.5,,4,True,True,1
PRP-2449,LOC-4912,Single Family Home,2010,2276,4,4.0,7901.0,3,False,True,3
PRP-2450,LOC-0551,Single Family Home,1968,6846,5,4.5,36358.0,1,False,False,2
PRP-2451,LOC-3335,SFR,2004,925,4,5.0,13385.0,2,False,False,1
PRP-2452,LOC-0600,single family,2005,1723,1,2.0,31624.0,1,True,False,1
PRP-2453,LOC-3303,TOWNHOUSE,2016,7687,6,1.0,41762.0,1,False,True,1
PRP-2454,LOC-1227,TOWNHOUSE,1990,2065,7,3.0,39188.0,2,False,False,2
PRP-2455,LOC-0077,Condo,1961,7154,4,5.0,,2,False,False,3
PRP-2456,LOC-4198,Single-Family,1980,3740,1,2.0,26742.0,1,False,True,1
PRP-2457,LOC-3966,SINGLE-FAMILY,1932,5947,7,5.0,31899.0,2,False,True,2
PRP-2458,LOC-1915,Condo,1947,6374,2,3.5,,4,False,True,3
PRP-2459,LOC-2179,condominium,1940,2152,4,5.0,,0,True,True,1
PRP-2460,LOC-0057,multi family,1995,6192,7,4.0,6361.0,0,False,True,2
PRP-2461,LOC-4592,Condominium,2009,5793,3,2.5,,1,False,False,3
PRP-2462,LOC-2516,Condominium,1940,2270,7,2.0,,3,False,False,2
PRP-2463,LOC-1121,Single-Family,1982,2547,2,2.5,24301.0,4,True,True,2
PRP-2464,LOC-3976,Single Family Home,1971,993,6,4.0,11292.0,3,True,False,3
PRP-2465,LOC-2584,Town House,1969,4674,4,1.0,43997.0,2,True,True,1
PRP-2466,LOC-1258,TOWNHOUSE,1998,3691,4,1.0,49460.0,3,False,False,2
PRP-2467,LOC-4924,sfr,1995,3305,7,4.0,2419.0,0,True,False,3
PRP-2468,LOC-2775,SINGLE-FAMILY,1995,987,1,4.0,43067.0,2,True,True,3
PRP-2469,LOC-1406,single family,1949,5988,7,2.0,30178.0,3,True,True,2
PRP-2470,LOC-3436,LAND,1921,2116,2,2.0,382474.0,1,False,False,2
PRP-2471,LOC-4233,multi family,1946,2720,7,1.0,26611.0,3,True,False,3
PRP-2472,LOC-1751,Single Family Home,2016,7344,6,1.0,11452.0,0,False,True,1
PRP-2473,LOC-3688,TOWNHOUSE,1959,2904,1,1.0,29041.0,0,True,False,2
PRP-2474,LOC-4059,condo,2009,2750,6,1.0,,2,True,False,3
PRP-2475,LOC-4030,LAND,1973,7735,1,4.5,179056.0,2,True,False,3
PRP-2476,LOC-0984,SINGLE-FAMILY,1992,1896,1,3.0,38367.0,3,True,True,2
PRP-2477,LOC-2997,Townhouse,1957,7425,3,2.5,28251.0,2,True,True,3
PRP-2478,LOC-1131,MULTI-FAMILY,1939,812,1,2.0,48427.0,3,True,False,2
PRP-2479,LOC-2477,Multifamily,1949,1684,4,4.0,10809.0,2,True,False,3
PRP-2480,LOC-0348,Land,1988,7356,3,5.0,360114.0,4,False,False,3
PRP-2481,LOC-1246,condominium,2004,3529,1,3.0,,0,True,True,3
PRP-2482,LOC-0739,Single Family Home,1941,6548,3,4.5,20039.0,1,False,False,2
PRP-2483,LOC-4414,CONDO,1969,2587,3,4.5,,4,True,True,1
PRP-2484,LOC-4158,Multi-Family,1972,2480,1,5.0,5426.0,1,False,True,2
PRP-2485,LOC-1508,Town House,1979,5596,4,1.5,20460.0,0,False,True,1
PRP-2486,LOC-4775,condo,1962,6175,1,2.0,,1,True,True,3
PRP-2487,LOC-3303,SFR,2009,1377,2,4.0,29164.0,1,True,False,3
PRP-2488,LOC-0029,MULTI-FAMILY,2010,3778,7,1.0,42200.0,1,False,False,2
PRP-2489,LOC-0737,Single-Family,1965,6258,1,2.0,3888.0,0,False,False,1
PRP-2490,LOC-1240,Multi Family,1979,3426,7,3.0,49213.0,3,True,False,1
PRP-2491,LOC-4392,Multi Family,1980,7915,3,2.0,36173.0,3,True,False,3
PRP-2492,LOC-2067,Multi-Family,1999,7004,7,5.5,3659.0,2,False,False,1
PRP-2493,LOC-2403,Single-Family,2013,6458,6,5.0,26183.0,3,True,True,1
PRP-2494,LOC-0637,condominium,1958,1279,1,2.0,,2,False,False,1
PRP-2495,LOC-3012,SINGLE-FAMILY,1954,671,2,5.5,22815.0,4,True,False,2
PRP-2496,LOC-0312,townhouse,1927,7417,4,3.5,34048.0,2,False,True,3
PRP-2497,LOC-0267,CONDO,2010,7462,2,2.0,,4,True,True,2
PRP-2498,LOC-2017,SINGLE-FAMILY,1992,3766,2,5.5,46930.0,2,False,True,1
PRP-2499,LOC-1668,SFR,1983,6895,1,1.0,2472.0,2,False,True,1
PRP-2500,LOC-3165,Townhouse,1924,5475,4,5.5,35592.0,0,False,False,3
PRP-2501,LOC-1133,Single-Family,2008,3364,3,3.5,27279.0,1,False,False,2
PRP-2502,LOC-2311,Single Family Home,1963,7342,6,5.5,6125.0,3,False,False,3
PRP-2503,LOC-4512,Townhouse,1923,5147,3,1.5,41474.0,4,True,True,2
PRP-2504,LOC-1098,single family,2013,7129,2,4.0,28595.0,2,True,True,1
PRP-2505,LOC-1957,single family,1949,606,5,4.5,4193.0,0,False,False,2
PRP-2506,LOC-4536,Condominium,2003,3831,6,5.5,,4,False,True,2
PRP-2507,LOC-0544,Multi-Family,1920,863,5,1.0,42815.0,3,False,False,2
PRP-2508,LOC-0946,SFR,1963,6706,5,3.5,25021.0,3,True,True,2
PRP-2509,LOC-0629,SFR,2004,6896,5,1.5,30775.0,0,True,True,3
PRP-2510,LOC-4375,CONDO,1949,7090,4,1.0,,1,True,False,1
PRP-2511,LOC-3296,CONDO,1991,4419,3,1.0,,2,False,True,3
PRP-2512,LOC-0656,single family,1928,3478,5,2.5,18500.0,2,False,False,2
PRP-2513,LOC-3535,Single-Family,1957,5723,4,3.5,5226.0,1,False,True,2
PRP-2514,LOC-0819,sfr,1955,3710,5,4.0,26232.0,4,False,False,3
PRP-2515,LOC-2030,single family,1924,3177,4,2.5,42935.0,0,False,True,3
PRP-2516,LOC-3012,Single-Family,1965,1148,4,4.5,9747.0,1,False,False,1
PRP-2517,LOC-0854,Single Family Home,1963,6900,3,2.0,6324.0,1,True,True,2
PRP-2518,LOC-4058,townhouse,1925,3839,1,5.5,40509.0,3,False,False,2
PRP-2519,LOC-4658,Single-Family,1988,592,7,2.5,43295.0,3,False,False,1
PRP-2520,LOC-3870,SFR,1965,1222,2,2.5,2626.0,3,False,False,2
PRP-2521,LOC-2078,sfr,1939,4409,1,5.5,27912.0,1,True,False,1
PRP-2522,LOC-1265,CONDO,1928,956,4,1.0,224.0,4,True,False,2
PRP-2523,LOC-2260,single family,1927,4832,1,3.0,23723.0,1,False,False,3
PRP-2524,LOC-1272,SFR,1966,2487,4,3.0,13999.0,2,False,True,1
PRP-2525,LOC-2252,condominium,1930,1901,6,1.0,,0,True,False,1
PRP-2526,LOC-4130,Condominium,1956,4563,7,2.5,1305.0,2,False,True,1
PRP-2527,LOC-0469,Townhouse,1954,7821,6,4.0,30435.0,0,True,True,3
PRP-2528,LOC-1187,sfr,1929,4078,1,1.5,32806.0,2,True,False,3
PRP-2529,LOC-0509,TOWNHOUSE,1927,6585,3,3.0,4732.0,2,True,True,3
PRP-2530,LOC-3420,sfr,1958,1725,2,2.0,48705.0,4,False,True,1
PRP-2531,LOC-1817,SFR,1984,5596,3,3.5,4240.0,4,False,False,2
PRP-2532,LOC-1537,SFR,1939,5494,5,3.5,14012.0,2,False,False,2
PRP-2533,LOC-0518,condo,1968,1691,6,4.0,,2,False,False,1
PRP-2534,LOC-3315,Townhouse,1937,2748,3,3.0,49583.0,3,True,False,2
PRP-2535,LOC-4098,SFR,1963,7717,3,3.5,37484.0,4,False,True,3
PRP-2536,LOC-2194,Multifamily,1980,5038,7,1.0,16400.0,3,True,False,3
PRP-2537,LOC-4979,CONDO,2017,6835,7,5.0,,0,True,True,1
PRP-2538,LOC-1527,Multifamily,1933,7119,2,2.0,7372.0,3,True,False,2
PRP-2539,LOC-1696,Single-Family,2006,6623,7,5.5,31857.0,0,True,True,3
PRP-2540,LOC-0772,condominium,1938,5610,7,2.5,,3,True,True,3
PRP-2541,LOC-4477,Condo,1990,852,4,3.0,,4,False,True,1
PRP-2542,LOC-4556,SINGLE-FAMILY,1926,2789,1,3.0,18118.0,0,False,False,2
PRP-2543,LOC-2033,SINGLE-FAMILY,1968,5771,1,3.5,15687.0,1,False,True,1
PRP-2544,LOC-2864,multi family,1954,3553,3,4.0,39552.0,4,True,False,2
PRP-2545,LOC-2463,condominium,1986,7813,7,2.0,,4,False,False,1
PRP-2546,LOC-3349,condo,1943,1631,3,4.5,,4,True,False,2
PRP-2547,LOC-1060,SINGLE-FAMILY,1925,1453,3,2.0,15763.0,4,False,False,2
PRP-2548,LOC-0093,single family,1928,3185,7,1.0,33908.0,1,True,True,3
PRP-2549,LOC-1068,Single Family Home,1938,3392,5,5.0,12542.0,3,False,False,3
PRP-2550,LOC-2740,SINGLE-FAMILY,1984,2233,1,4.5,35687.0,3,False,False,1
PRP-2551,LOC-3312,SFR,1976,2307,5,4.0,33416.0,3,True,True,2
PRP-2552,LOC-1160,multi family,1991,4023,5,4.0,33164.0,0,False,False,2
PRP-2553,LOC-3311,Multifamily,2014,7978,5,5.5,18440.0,2,True,True,1
PRP-2554,LOC-1614,SFR,2001,4357,5,2.0,13426.0,4,True,False,1
PRP-2555,LOC-3081,multi family,1938,2907,1,4.0,11944.0,4,True,True,2
PRP-2556,LOC-3606,Single-Family,2001,2621,5,4.5,34113.0,2,True,False,1
PRP-2557,LOC-4308,condo,1987,3505,5,1.0,,0,False,True,1
PRP-2558,LOC-4316,SINGLE-FAMILY,2017,3594,3,3.0,49486.0,0,False,False,2
PRP-2559,LOC-0544,LAND,2000,7239,6,2.5,319956.0,1,True,False,1
PRP-2560,LOC-4458,Multi-Family,1993,7781,1,2.5,5328.0,3,False,False,2
PRP-2561,LOC-1630,single family,1951,4253,5,4.5,5676.0,1,True,False,3
PRP-2562,LOC-1029,TOWNHOUSE,1985,2105,1,2.5,48297.0,2,False,False,2
PRP-2563,LOC-4128,land,2007,5554,4,1.0,158084.0,4,False,True,1
PRP-2564,LOC-2594,sfr,1920,4893,6,1.5,30755.0,3,True,False,3
PRP-2565,LOC-0105,Land,2006,4777,7,5.0,276092.0,3,False,False,1
PRP-2566,LOC-1339,townhouse,1992,1090,5,1.5,20055.0,3,False,True,1
PRP-2567,LOC-3188,Single Family Home,2014,6955,7,5.0,49678.0,1,False,False,2
PRP-2568,LOC-0811,Single-Family,1941,898,6,4.5,37946.0,3,False,False,3
PRP-2569,LOC-4528,Single Family Home,1985,3065,7,3.5,35578.0,1,False,True,2
PRP-2570,LOC-2333,TOWNHOUSE,2002,681,3,5.5,8603.0,0,False,False,2
PRP-2571,LOC-1939,townhouse,1934,2340,2,5.0,46168.0,3,False,True,3
PRP-2572,LOC-4025,single family,1927,4105,2,3.0,44059.0,4,True,True,3
PRP-2573,LOC-2681,CONDO,1966,1107,2,1.0,,1,False,True,3
PRP-2574,LOC-0166,SFR,1966,5430,7,2.0,43950.0,3,True,True,3
PRP-2575,LOC-0443,condo,1983,3804,2,1.0,421.0,4,False,False,1
PRP-2576,LOC-4969,TOWNHOUSE,1955,6845,3,2.0,49670.0,3,True,True,3
PRP-2577,LOC-1360,MULTI-FAMILY,1944,5397,5,1.5,47529.0,1,True,False,1
PRP-2578,LOC-1516,Townhouse,2006,4818,6,5.5,41360.0,2,False,True,3
PRP-2579,LOC-0773,Single-Family,1964,2791,1,2.0,49638.0,1,True,True,2
PRP-2580,LOC-4005,Single Family Home,1989,7306,4,1.5,32588.0,0,False,True,1
PRP-2581,LOC-1196,SFR,2017,3456,3,2.0,45354.0,1,True,False,3
PRP-2582,LOC-2247,Condo,1940,7983,4,2.0,,3,False,False,3
PRP-2583,LOC-1236,Single Family Home,1928,7210,1,4.5,29795.0,2,True,False,1
PRP-2584,LOC-1535,Multi-Family,1930,5957,2,1.5,20599.0,0,False,True,1
PRP-2585,LOC-2635,Multi-Family,1963,782,6,4.0,20554.0,4,False,True,1
PRP-2586,LOC-2078,CONDO,1965,6597,1,2.0,,0,False,True,3
PRP-2587,LOC-1247,Single Family Home,1947,3124,2,4.5,2160.0,4,False,True,1
PRP-2588,LOC-3614,condo,1976,6567,6,2.5,,0,False,False,1
PRP-2589,LOC-0492,multi family,1935,3300,6,1.5,34522.0,1,True,True,3
PRP-2590,LOC-2164,SFR,1991,3464,7,3.5,10828.0,4,False,True,1
PRP-2591,LOC-0837,Multifamily,1971,4270,1,2.5,2860.0,0,False,True,2
PRP-2592,LOC-1070,Townhouse,1969,1248,6,2.0,6292.0,0,True,True,2
PRP-2593,LOC-3194,Condo,1980,6194,7,2.0,,2,False,False,2
PRP-2594,LOC-1908,condo,2012,2728,5,2.5,,4,False,False,3
PRP-2595,LOC-4439,SFR,1963,4018,3,5.5,3934.0,3,True,False,1
PRP-2596,LOC-4713,Condo,2008,3019,3,4.0,,3,True,True,1
PRP-2597,LOC-1907,SFR,1933,6783,4,5.5,27322.0,4,True,False,3
PRP-2598,LOC-1307,Condominium,1969,415,5,5.5,,1,True,True,1
PRP-2599,LOC-2062,Condominium,1922,1690,1,3.0,,0,True,True,1
PRP-2600,LOC-4275,condo,1998,4821,1,1.0,,3,False,True,3
PRP-2601,LOC-1331,CONDO,1963,6864,4,1.5,,4,False,False,2
PRP-2602,LOC-3177,multi family,1992,5434,1,2.5,8759.0,3,False,True,3
PRP-2603,LOC-0306,TH,1978,3428,6,5.0,18409.0,1,True,True,1
PRP-2604,LOC-2263,condominium,1970,3305,6,4.5,,4,False,False,3
PRP-2605,LOC-2702,condominium,2011,7083,5,4.5,,2,False,True,3
PRP-2606,LOC-3730,Condo,2003,5482,6,3.5,,1,True,True,3
PRP-2607,LOC-4882,single family,1926,3799,7,5.0,36392.0,4,False,False,2
PRP-2608,LOC-0261,sfr,1933,6561,2,5.0,13549.0,4,False,False,2
PRP-2609,LOC-2067,Condo,2013,1741,7,5.5,,0,True,False,1
PRP-2610,LOC-3643,condominium,1944,1282,2,4.5,,3,False,True,1
PRP-2611,LOC-1025,Lot,1953,5688,7,2.0,265398.0,2,False,True,3
PRP-2612,LOC-0531,Condominium,1975,4254,3,3.5,,1,False,True,2
PRP-2613,LOC-3639,sfr,1963,3244,6,3.5,23792.0,3,False,True,1
PRP-2614,LOC-2627,Single-Family,2007,697,7,3.5,29484.0,2,True,True,1
PRP-2615,LOC-4879,Town House,1946,567,4,3.0,15055.0,4,False,True,3
PRP-2616,LOC-1759,Single-Family,1949,4294,6,3.5,41714.0,2,False,True,2
PRP-2617,LOC-2023,SINGLE-FAMILY,2008,2854,3,5.0,10486.0,1,False,True,1
PRP-2618,LOC-4302,Townhouse,1929,700,4,2.5,33902.0,0,False,False,3
PRP-2619,LOC-2815,townhouse,2018,4852,2,5.5,46907.0,2,False,False,3
PRP-2620,LOC-4577,Single Family Home,1956,6095,6,1.5,10758.0,0,False,False,1
PRP-2621,LOC-2062,Multifamily,1998,7591,5,4.5,2427.0,0,False,True,1
PRP-2622,LOC-2677,Condominium,1933,2195,2,2.5,,4,True,True,3
PRP-2623,LOC-2240,single family,1923,1948,7,2.5,21968.0,2,False,True,3
PRP-2624,LOC-3652,TH,2006,2321,2,2.5,15765.0,4,False,True,3
PRP-2625,LOC-4502,CONDO,1940,6506,5,1.0,,4,False,False,3
PRP-2626,LOC-2650,Townhouse,1998,2719,5,5.0,2790.0,2,True,False,2
PRP-2627,LOC-3790,SFR,1945,3704,3,2.0,13988.0,0,True,False,1
PRP-2628,LOC-0491,Single Family Home,1957,712,3,5.0,33382.0,1,False,True,2
PRP-2629,LOC-1155,Multifamily,1999,7754,5,1.5,41569.0,2,True,False,2
PRP-2630,LOC-4689,sfr,1950,5795,4,4.5,41480.0,4,True,False,2
PRP-2631,LOC-3717,Townhouse,1975,2396,7,1.0,15055.0,0,True,True,3
PRP-2632,LOC-2718,MULTI-FAMILY,1978,5272,5,4.5,3398.0,4,False,True,1
PRP-2633,LOC-1869,Single-Family,1974,6393,2,4.5,6562.0,1,False,False,2
PRP-2634,LOC-1052,CONDO,1937,988,5,1.0,,0,True,True,3
PRP-2635,LOC-3551,Condominium,1923,5448,6,1.5,,3,True,False,1
PRP-2636,LOC-0727,condominium,1972,3036,4,2.0,,4,True,False,2
PRP-2637,LOC-0607,condo,2000,6347,4,5.5,1353.0,0,True,True,3
PRP-2638,LOC-2343,Multi-Family,1992,3379,2,3.0,34564.0,1,False,True,3
PRP-2639,LOC-1904,Condo,1954,4259,6,5.5,,2,False,False,1
PRP-2640,LOC-1381,Multifamily,1969,5858,1,4.5,45741.0,3,True,False,1
PRP-2641,LOC-4701,TH,1995,3475,2,3.5,49671.0,4,True,False,3
PRP-2642,LOC-1140,townhouse,1977,4339,1,3.5,14190.0,1,False,True,3
PRP-2643,LOC-0915,Single Family Home,1979,2034,7,5.0,29667.0,0,False,True,1
PRP-2644,LOC-0850,TH,2020,7234,2,3.5,36440.0,3,False,True,1
PRP-2645,LOC-1540,townhouse,1960,2841,6,3.5,2815.0,3,False,True,2
PRP-2646,LOC-2770,Single-Family,1980,6550,1,2.5,44704.0,4,False,True,2
PRP-2647,LOC-4787,LAND,1992,589,1,3.5,244982.0,3,False,False,1
PRP-2648,LOC-0691,SFR,1934,1804,2,4.5,48586.0,0,False,False,2
PRP-2649,LOC-1471,Single-Family,2003,3724,3,2.5,2635.0,0,True,False,3
PRP-2650,LOC-0414,Town House,1958,5738,2,2.5,12254.0,1,True,False,1
PRP-2651,LOC-1283,SFR,1986,4208,7,1.0,19144.0,2,False,False,1
PRP-2652,LOC-2755,land,1922,3705,4,2.0,160033.0,4,False,True,1
PRP-2653,LOC-3627,Townhouse,1961,4724,3,5.0,46545.0,1,True,True,1
PRP-2654,LOC-1800,SFR,1932,2667,6,4.0,22080.0,0,False,True,3
PRP-2655,LOC-2798,multi family,1986,620,5,4.5,30553.0,1,True,False,1
PRP-2656,LOC-4268,Condominium,2014,7689,5,4.0,,4,False,False,3
PRP-2657,LOC-4672,condominium,1952,1972,3,5.0,,4,True,False,2
PRP-2658,LOC-2886,SINGLE-FAMILY,1927,5516,1,1.5,31319.0,0,False,False,2
PRP-2659,LOC-4220,SFR,1935,665,2,1.5,29406.0,2,False,True,2
PRP-2660,LOC-4589,sfr,1920,514,6,5.5,29348.0,0,False,True,1
PRP-2661,LOC-4880,Single-Family,1978,7473,5,1.5,48008.0,0,True,False,2
PRP-2662,LOC-4577,SINGLE-FAMILY,1989,3121,3,3.0,4472.0,4,False,False,1
PRP-2663,LOC-0222,Single Family Home,1959,1731,1,5.5,15432.0,0,False,True,3
PRP-2664,LOC-2335,condominium,1973,1485,5,4.0,,1,True,False,1
PRP-2665,LOC-3001,Multi Family,2017,2206,2,2.0,8534.0,3,False,False,1
PRP-2666,LOC-2872,Lot,1936,3846,7,5.0,79780.0,1,False,True,2
PRP-2667,LOC-4971,TOWNHOUSE,1996,2915,2,2.0,44247.0,2,True,False,2
PRP-2668,LOC-2822,SINGLE-FAMILY,2008,2277,3,1.0,30546.0,2,True,True,3
PRP-2669,LOC-2035,TOWNHOUSE,1936,5642,7,3.0,18468.0,4,False,True,3
PRP-2670,LOC-1012,townhouse,2018,7722,7,2.0,14161.0,1,False,False,3
PRP-2671,LOC-4109,single family,1988,1678,6,2.0,36425.0,4,False,True,3
PRP-2672,LOC-2885,sfr,1937,6439,4,1.0,5794.0,0,False,True,1
PRP-2673,LOC-4779,TH,2004,2753,1,1.0,27286.0,3,False,False,2
PRP-2674,LOC-3968,single family,1980,2384,5,4.0,14562.0,1,False,False,1
PRP-2675,LOC-1387,SINGLE-FAMILY,1985,3141,6,4.5,12515.0,0,True,True,2
PRP-2676,LOC-4542,Condominium,1926,6473,3,2.0,,4,False,True,3
PRP-2677,LOC-3888,lot,1958,838,5,5.0,59505.0,2,True,True,3
PRP-2678,LOC-0198,SFR,1952,5627,2,4.5,2639.0,0,True,True,3
PRP-2679,LOC-2347,Single Family Home,1930,6733,2,5.0,26786.0,0,False,True,2
PRP-2680,LOC-0582,Condo,2005,2398,5,5.5,,1,False,False,3
PRP-2681,LOC-0618,single family,1974,3937,6,3.5,31521.0,4,False,False,1
PRP-2682,LOC-0683,condo,1989,990,5,1.0,,2,True,False,1
PRP-2683,LOC-3982,Single Family Home,1922,6573,3,3.0,35817.0,1,False,True,3
PRP-2684,LOC-2383,Multi-Family,1996,4362,7,3.0,33690.0,0,False,True,1
PRP-2685,LOC-3249,SFR,1938,2061,2,4.5,18281.0,1,True,False,2
PRP-2686,LOC-3162,sfr,1972,810,6,4.5,12918.0,4,False,True,3
PRP-2687,LOC-0830,TH,1986,6739,3,2.0,48090.0,3,False,False,1
PRP-2688,LOC-4031,Condominium,1956,2150,5,3.0,1100.0,1,False,False,1
PRP-2689,LOC-1168,TH,1969,869,5,2.5,18643.0,4,False,False,1
PRP-2690,LOC-0053,Multi Family,1952,2486,3,5.0,15781.0,0,True,False,2
PRP-2691,LOC-4880,SINGLE-FAMILY,1948,5405,4,1.0,6598.0,3,False,True,3
PRP-2692,LOC-4402,Single Family Home,1923,2996,6,4.0,28487.0,3,False,False,2
PRP-2693,LOC-3753,Condominium,1985,7215,1,1.0,,0,False,False,2
PRP-2694,LOC-1094,townhouse,1945,3901,3,4.5,10792.0,0,True,False,3
PRP-2695,LOC-3233,single family,1965,777,2,1.0,31228.0,3,False,False,2
PRP-2696,LOC-1869,Town House,2018,4677,1,2.5,21623.0,2,True,False,2
PRP-2697,LOC-4661,TOWNHOUSE,1969,6517,2,2.5,28000.0,3,False,False,3
PRP-2698,LOC-2896,MULTI-FAMILY,1999,1380,2,1.0,19101.0,3,False,False,2
PRP-2699,LOC-0250,Town House,1970,867,3,5.5,24847.0,4,False,False,1
PRP-2700,LOC-3057,TH,1974,5857,1,1.5,24737.0,2,False,True,2
