location_id,street_address,city,state,zip_code,county,latitude,longitude,metro_area
LOC-2433,03434 Greene Parks,Athens,GA,78491,Diaz County,29.882409,-121.079928,Atlanta Metro
LOC-2434,618 Mary Mountains Suite 021,Vancouver,WA,56059,Diaz County,30.897366,-100.396651,Seattle Metro
LOC-2435,9437 Levine Forges,Parma,OH,82542,Robertson County,45.730567,-79.417534,Columbus Metro
LOC-2436,9033 Ethan Ferry Apt. 954,Virginia Beach,VA,77833,Hawkins County,38.138828,-70.5122,Washington DC Metro
LOC-2437,47314 Lauren Point Suite 477,Norfolk,VA,2441,Sharp County,36.891533,-104.932274,Washington DC Metro
LOC-2438,0703 Cruz Wall Suite 600,Scottsdale,AZ,48018,Chambers County,33.356841,-81.08477,Phoenix Metro
LOC-2439,2282 Michelle Falls Apt. 193,San Francisco,CA,68223,Trevino County,34.770533,-94.975825,Los Angeles Metro
LOC-2440,278 Farmer Dale Suite 439,Elizabeth,NJ,12916,Harris County,35.833074,-78.886868,New York Metro
LOC-2441,5969 Eileen Camp,Orlando,FL,65132,Mccullough County,44.725299,-72.0602,Miami Metro
LOC-2442,604 Hinton Court Apt. 344,Detroit,MI,69260,Harris County,36.662534,-105.241481,Detroit Metro
LOC-2443,498 Daniel Pike Suite 651,Flint,MI,60752,Moore County,29.720663,-100.361528,Detroit Metro
LOC-2444,10637 Thomas Station Apt. 483,Newport News,VA,76022,Mccormick County,47.710463,-122.627987,Washington DC Metro
LOC-2445,811 Barber Prairie Suite 585,Paterson,NJ,97915,Armstrong County,38.133039,-116.077062,New York Metro
LOC-2446,19379 Sandra Fords Suite 365,Springfield,IL,65389,Johnston County,42.591374,-92.931292,Chicago Metro
LOC-2447,6768 Alvarez Lakes,Sacramento,CA,34486,Bradley County,42.538342,-101.073509,Los Angeles Metro
LOC-2448,613 Davis Glens Apt. 953,Newark,NJ,86050,Schroeder County,42.634967,-94.988699,New York Metro
LOC-2449,842 Buchanan Walk,Flint,MI,30937,Anderson County,37.922603,-100.135265,Detroit Metro
LOC-2450,907 Wilson Way,New Rochelle,NY,70771-1099,Johnson County,37.27955,-77.125564,New York Metro
LOC-2451,13915 Fox Alley,Akron,OH,13959,Parker County,40.995489,-93.472952,Columbus Metro
LOC-2452,364 Montgomery Trace,Denver,CO,41117,Jones County,31.957199,,Denver Metro
LOC-2453,08616 Petersen Squares,Naperville,IL,90018,Jacobs County,35.341747,-67.348618,Chicago Metro
LOC-2454,991 Zavala Orchard Apt. 806,Bethlehem,PA,3488,Gibson County,30.944662,-89.386284,Philadelphia Metro
LOC-2455,3672 Brandy Lock Apt. 023,Syracuse,NY,46429,Ellis County,30.643226,-120.904701,New York Metro
LOC-2456,3205 Bradley Mill Apt. 459,Lakewood,NJ,71067,Joyce County,27.567859,,New York Metro
LOC-2457,557 Eric Wells,Elizabeth,NJ,45530,Burns County,40.589419,-104.40683,New York Metro
LOC-2458,15491 Lowe Ford,Redmond,WA,N/A,Garrett County,39.961302,-109.601928,Seattle Metro
LOC-2459,609 Romero Lodge,Jersey City,NJ,95727,Romero County,32.557054,-112.61635,New York Metro
LOC-2460,08597 Shelly Parkway Suite 794,Atlanta,GA,30457,Calderon County,31.861908,-98.562807,Atlanta Metro
LOC-2461,4470 Patrick Drive,edison,NJ,93967,Burns County,47.101615,-120.261371,New York Metro
LOC-2462,659 Stokes Union Suite 587,Fort Lauderdale,FL,82124,Rios County,45.012732,-107.129001,Miami Metro
LOC-2463,9494 Garner Keys Suite 347,Seattle,WA,12521,Meadows County,36.875823,-86.393048,Seattle Metro
LOC-2464,024 Kim Garden Suite 729,Naples,FL,92751,Holland County,26.731025,-93.229297,Miami Metro
LOC-2465,896 Johns Row Suite 503,El Paso,TX,60446,Alexander County,28.944282,,Dallas-Fort Worth Metro
LOC-2466,8078 Nicholas Place Apt. 385,San  Jose,CA,12194,Buckley County,27.761078,-120.761341,Los Angeles Metro
LOC-2467,91369 Turner Streets,Fort Collins,CO,44676,Warren County,30.021867,-78.225089,Denver Metro
LOC-2468,73730 Miller Alley Suite 324,Paterson,NJ,78409,Roberson County,45.126034,,New York Metro
LOC-2469,02658 Molly Mission Suite 334,Chesapeake,VA,96212,Middleton County,28.733045,-74.016399,Washington DC Metro
LOC-2470,6466 John Vista Apt. 739,Detroit,MI,30474,Harvey County,35.546175,-109.827291,Detroit Metro
LOC-2471,59209 Meyers Cliff Apt. 102,Sterling Heights,MI,17706,Fuller County,,-80.620431,Detroit Metro
LOC-2472,78195 Peter Path Suite 977,Aurora,IL,27427,Knight County,45.502137,-106.424695,Chicago Metro
LOC-2473,83306 Joseph Forge Suite 754,Vancouver,WA,20375,Mccarthy County,43.748508,-78.982948,Seattle Metro
LOC-2474,935 Sonya Key Apt. 602,San Francisco,CA,45648,Hodges County,45.673813,-92.833292,Los Angeles Metro
LOC-2475,687 Reynolds Mountains,Sterling Heights,MI,42606,Brown County,31.35824,-83.398889,Detroit Metro
LOC-2476,812 John Stravenue,Orlando,FL,59959,Ross County,35.662632,-79.798619,Miami Metro
LOC-2477,91237 King Rapid,Detroit,MI,86215,Newman County,43.781722,-68.835935,Detroit Metro
LOC-2478,133 Jenkins Parkway Suite 058,Orlando,FL,43629,Osborne County,37.062002,-113.482423,Miami Metro
LOC-2479,9106 Wilson Burgs,Miami,FL,62186-8433,Cardenas County,46.818438,-91.555831,Miami Metro
LOC-2480,70783 Alexander Street Suite 830,Erie,PA,87333,Perez County,46.80361,-86.533656,Philadelphia Metro
LOC-2481,3654 Miranda Wells Suite 927,Flint,MI,81848,Lopez County,32.374174,-92.487776,Detroit Metro
LOC-2482,031 Spencer Viaduct,Winston-Salem,NC,74937,Hunter County,29.307694,-71.767222,Charlotte Metro
LOC-2483,3167 Reese Parkway Suite 440,Rochester,NY,16403,Pierce County,44.939472,-109.666285,New York Metro
LOC-2484,930 Wendy Road Apt. 756,Pittsburgh,PA,34851,Smith County,38.788283,,Philadelphia Metro
LOC-2485,69901 Moore Village Apt. 299,Los Angeles,CA,16510,Barrett County,40.13916,-97.414609,Los Angeles Metro
LOC-2486,3309 Renee Knolls Suite 540,Alexandria,VA,49971,Good County,40.210704,-75.384297,Washington DC Metro
LOC-2487,9915 Trujillo Ville,Detroit,MI,2549,Brown County,36.881483,-91.230028,Detroit Metro
LOC-2488,732 David Way,Scottsdale,AZ,14347,Villegas County,37.423362,-87.26764,Phoenix Metro
LOC-2489,18500 Anderson Common Apt. 068,Naples,FL,27751,Martinez County,25.2612,-88.598171,Miami Metro
LOC-2490,8109 Renee Centers,Raleigh,NC,4042,Blankenship County,46.447225,-67.380407,Charlotte Metro
LOC-2491,8473 Ramos Views Suite 973,Fort Worth,TX,83229,Matthews County,34.215612,-71.823699,Dallas-Fort Worth Metro
LOC-2492,5538 Nicholas Corner,Bellevue,WA,14450,Nichols County,44.71805,,Seattle Metro
LOC-2493,38264 Brenda Ways Apt. 852,Sandy Springs,GA,92306,Pitts County,35.317108,-100.716003,Atlanta Metro
LOC-2494,768 Matthew Junction Apt. 308,Warren,MI,30045,Martinez County,39.98766,-82.245235,Detroit Metro
LOC-2495,954 Harmon Motorway Suite 150,Phoenix,AZ,50285,Summers County,27.771867,-114.688093,Phoenix Metro
LOC-2496,849 Nicole Vista Suite 089,Albany,NY,51385,Taylor County,27.229462,-121.045701,New York Metro
LOC-2497,6403 Johnson Vista Suite 955,Miami,FL,55824-7865,Bowers County,26.981703,-91.190872,Miami Metro
LOC-2498,5881 William Station,Naples,FL,91528,Anderson County,38.428059,-82.832691,Miami Metro
LOC-2499,7547 Burton Park,Buffalo,NY,34887,Nelson County,29.228515,-107.246377,New York Metro
LOC-2500,4123 Hernandez Heights,Columbus,GA,10011,Doyle County,36.347793,-122.536657,Atlanta Metro
LOC-2501,9790 Trevor Station,Tucson,AZ,51315,Mitchell County,46.229115,-73.563266,Phoenix Metro
LOC-2502,9484 Murray Greens Apt. 662,Philadelphia,PA,89731-8720,Gonzalez County,39.487124,-68.284948,Philadelphia Metro
LOC-2503,7125 Willis Junctions Apt. 276,Philadelphia,PA,41312,Griffin County,28.82855,-93.321865,Philadelphia Metro
LOC-2504,4122 Hernandez Orchard,Cleveland,OH,14854,Sanders County,26.687615,-78.697206,Columbus Metro
LOC-2505,45134 Tyler Route,FAYETTEVILLE,NC,22509,Fuentes County,44.20886,-109.147394,Charlotte Metro
LOC-2506,4558 Kristy Knoll,Paterson,NJ,N/A,Kelly County,34.162549,,New York Metro
LOC-2507,6216 James Underpass Suite 668,Chicago,IL,11651,Brown County,32.335464,-106.229781,Chicago Metro
LOC-2508,49108 Malone Center Suite 317,Spokane,WA,81556,Davis County,26.873003,-93.241224,Seattle Metro
LOC-2509,785 Clayton Stravenue Suite 933,Parma,OH,15230,Myers County,33.550175,-77.21624,Columbus Metro
LOC-2510,93160 Lucas Burg Apt. 055,Springfield,IL,12757,Tyler County,37.286099,-123.290488,Chicago Metro
LOC-2511,111 Randall Extensions,CHESAPEAKE,VA,60087,Williams County,35.058575,-89.78215,Washington DC Metro
LOC-2512,0093 Jasmine Ports Suite 379,Scranton,PA,3622,Williams County,29.36709,-67.829143,Philadelphia Metro
LOC-2513,388 Stone Shoal,Winston-Salem,NC,66623,Gamble County,36.62855,-68.997591,Charlotte Metro
LOC-2514,893 Campbell Mission,San Jose,CA,99063,Stone County,38.78816,-88.937382,Los Angeles Metro
LOC-2515,6634 Jocelyn Plains Apt. 481,Alexandria,VA,46981,Lopez County,26.813798,-112.617547,Washington DC Metro
LOC-2516,664 Ramirez Stream,Toledo,OH,53946,Cabrera County,37.731531,-92.029999,Columbus Metro
LOC-2517,0478 Katie Track Apt. 796,Buffalo,NY,24606,Russell County,34.275391,-107.169689,New York Metro
LOC-2518,581 Wallace Walk Suite 499,orlando,FL,39607,Jackson County,35.818826,-123.600406,Miami Metro
LOC-2519,714 Cruz Ridge Apt. 995,Chesapeake,VA,17432,Wright County,40.61461,-85.30204,Washington DC Metro
LOC-2520,6642 Christina Branch Apt. 690,New York,NY,18326,Bradford County,42.15565,-77.096167,New York Metro
LOC-2521,9666 Susan Crossing Apt. 292,Warren,MI,73690,Sanchez County,47.94945,-116.46058,Detroit Metro
LOC-2522,6872 Rebecca Fork,Hampton,VA,10363,Mcdonald County,47.45313,-116.14153,Washington DC Metro
LOC-2523,8406 James Loop,Chicago,IL,73722,Vasquez County,45.865967,-123.661553,Chicago Metro
LOC-2524,857 Brett Greens Suite 596,San Diego,CA,16793,Parks County,25.955189,,Los Angeles Metro
LOC-2525,765 Shaw Points Apt. 055,San Francisco,CA,94026-8027,Jones County,31.117583,-123.543186,Los Angeles Metro
LOC-2526,7644 Lewis Mall,Tucson,AZ,N/A,Sexton County,28.792903,-78.086837,Phoenix Metro
LOC-2527,0561 Hayden Knoll,pittsburgh,PA,44379,Lee County,40.83687,-80.258623,Philadelphia Metro
LOC-2528,2004 Christopher Spur Suite 747,Sandy Springs,GA,40312,Baldwin County,38.212996,-77.01035,Atlanta Metro
LOC-2529,03519 Ashley Pines Suite 056,Lansing,MI,15635,Brooks County,47.241186,-104.117438,Detroit Metro
LOC-2530,35850 Connie Field,Springfield,IL,45829,Gaines County,38.582325,-116.187455,Chicago Metro
LOC-2531,987 Jenkins Ford,Warren,MI,53172,Lopez County,27.082948,-92.226037,Detroit Metro
LOC-2532,904 Jared Plaza Apt. 060,Winston-Salem,NC,92477,Mora County,29.861312,-73.480044,Charlotte Metro
LOC-2533,700 Hernandez Rapids,Toledo,OH,32003,Miller County,40.774061,-115.483741,Columbus Metro
LOC-2534,7496 Montgomery Brooks Suite 270,Scranton,PA,11582,Warner County,43.667206,-118.154711,Philadelphia Metro
LOC-2535,961 Laurie Forge Suite 830,durham,NC,11374,Collins County,44.864933,-115.206988,Charlotte Metro
LOC-2536,775 Jeffrey Meadow,San Francisco,CA,18242,Jones County,33.398816,-119.952643,Los Angeles Metro
LOC-2537,16897 Morgan Flats,San Antonio,TX,93205,Morrow County,34.73269,-77.889092,Dallas-Fort Worth Metro
LOC-2538,7320 Sanchez Ridge,Durham,NC,58944,Martinez County,30.880181,-119.721961,Charlotte Metro
LOC-2539,12666 Sanders Cape Apt. 336,Athens,GA,59201,Miller County,41.834227,-103.174089,Atlanta Metro
LOC-2540,5806 John Islands Suite 526,Richmond,VA,51853,Bryant County,27.83149,-70.786178,Washington DC Metro
LOC-2541,36702 Ramsey Creek,Fayetteville,NC,62148,Smith County,42.10267,-106.880379,Charlotte Metro
LOC-2542,687 Ronald Alley Suite 711,Cincinnati,OH,26129,Mata County,29.480591,-105.630659,Columbus Metro
LOC-2543,816 Kane Rapid,Edison,NJ,81688,Harris County,33.607872,-97.283677,New York Metro
LOC-2544,53933 Crystal Land,Alexandria,VA,72134,Nelson County,27.04015,-108.874525,Washington DC Metro
LOC-2545,951 Rivera Viaduct Apt. 794,Fort Worth,TX,13346,Lopez County,34.947193,-110.211956,Dallas-Fort Worth Metro
LOC-2546,830 Joseph Locks,Alexandria,VA,72791,Vega County,40.700084,-112.011002,Washington DC Metro
LOC-2547,855 Ashley Divide Apt. 411,Chicago,IL,83488,Morris County,32.40968,-80.504066,Chicago Metro
LOC-2548,805 Brendan Forges Apt. 465,Fort Collins,CO,87822,Cummings County,30.940608,-98.960125,Denver Metro
LOC-2549,3305 Erickson Land,Norfolk,VA,80112,Graves County,39.989228,-121.336157,Washington DC Metro
LOC-2550,0098 Wilson Trail,Detroit,MI,10017-4094,Ewing County,30.242923,-78.492554,Detroit Metro
LOC-2551,7021 Smith Summit,Rochester,NY,19253,Adams County,,-73.300895,New York Metro
LOC-2552,25928 Michelle Road,Bethlehem,PA,21023,Weiss County,31.180767,-104.500499,Philadelphia Metro
LOC-2553,78568 Shawn Rapids Suite 505,Fort Collins,CO,84500,Munoz County,39.313722,-112.500848,Denver Metro
LOC-2554,393 Kathryn Cliff Apt. 559,Fresno,CA,47269,Miller County,29.909214,-115.180649,Los Angeles Metro
LOC-2555,833 Tony Forest Suite 470,Woodbridge,NJ,26814,Stone County,35.751107,-111.554396,New York Metro
LOC-2556,406 Padilla Unions Suite 525,Newport News,VA,14426,Duncan County,34.241609,-106.971948,Washington DC Metro
LOC-2557,0765 Barbara Lock Apt. 078,Atlanta,GA,5738,Gilmore County,33.704399,-122.030467,Atlanta Metro
LOC-2558,2271 Robert Trace Apt. 611,Cary,NC,92598,Hoffman County,41.742301,-121.857167,Charlotte Metro
LOC-2559,109 Ryan Alley,Virginia  Beach,VA,75019,Matthews County,40.534143,-74.493097,Washington DC Metro
LOC-2560,490 Desiree Causeway,Raleigh,NC,65082,Williams County,38.091017,-123.86204,Charlotte Metro
LOC-2561,76280 Hickman Unions,oakland,CA,63062,Barnett County,36.692203,-68.019622,Los Angeles Metro
LOC-2562,7701 Lambert Mountain Apt. 682,Parma,OH,63952,Ibarra County,31.502664,-98.474451,Columbus Metro
LOC-2563,95696 Hamilton Overpass,Grand  Rapids,MI,38519,Cole County,41.076605,-91.468224,Detroit Metro
LOC-2564,569 Veronica Viaduct Apt. 205,Fayetteville,NC,88401,Grimes County,30.926812,-71.907996,Charlotte Metro
LOC-2565,56397 Cross Tunnel,Newport News,VA,5110,Santiago County,31.4882,-83.974585,Washington DC Metro
LOC-2566,0075 Roger Summit,Parma,OH,48875,Baker County,28.031126,-111.321391,Columbus Metro
LOC-2567,735 Andrea Street Apt. 774,Dallas,TX,81834,Hicks County,46.494888,-93.580955,Dallas-Fort Worth Metro
LOC-2568,7935 Pena Inlet Apt. 835,Denver,CO,47790,Hughes County,,-109.665764,Denver Metro
LOC-2569,25201 Bryan Light Suite 691,Elizabeth,NJ,31410,Hernandez County,29.441497,-90.280032,New York Metro
LOC-2570,91969 Jason Garden Apt. 313,Columbus,GA,93489,Duran County,34.146908,-97.717576,Atlanta Metro
LOC-2571,305 Moreno Passage Suite 533,Scottsdale,AZ,78990,Rivera County,47.199393,-112.313316,Phoenix Metro
LOC-2572,62029 Rowe Overpass Suite 781,Atlanta,GA,81651,Wilson County,31.672831,-101.887828,Atlanta Metro
LOC-2573,9934 Martinez Fort,Norfolk,VA,43478,Duncan County,33.511791,-106.561001,Washington DC Metro
LOC-2574,29317 Dixon Isle,Cary,NC,6130,Bullock County,40.627307,-94.627108,Charlotte Metro
LOC-2575,94750 Nguyen Orchard,Flint,MI,35270,Schwartz County,37.456263,-68.649283,Detroit Metro
LOC-2576,791 Turner Cliffs Apt. 434,Augusta,GA,2564,Davidson County,37.489075,-91.285985,Atlanta Metro
LOC-2577,3811 Simpson Bypass,cleveland,OH,64879,Vincent County,45.719972,-82.250071,Columbus Metro
LOC-2578,2094 Jessica Field,Naperville,IL,78516,James County,32.416895,-81.158351,Chicago Metro
LOC-2579,5629 Gonzalez Ports Apt. 686,Dallas,TX,66485,Wu County,25.157518,-101.974355,Dallas-Fort Worth Metro
LOC-2580,88550 Armstrong Groves Apt. 944,Vancouver,WA,27405,Pham County,26.322266,-119.936406,Seattle Metro
LOC-2581,104 Michele Tunnel,Dallas,TX,43644,Goodman County,30.980278,-80.119107,Dallas-Fort Worth Metro
LOC-2582,9354 Danny Alley Apt. 818,Chicago,IL,36439,Gardner County,34.350326,-93.538593,Chicago Metro
LOC-2583,913 Kathryn Wall Apt. 575,New Rochelle,NY,71597,Clark County,41.794365,-98.199788,New York Metro
LOC-2584,111 Moran Camp Apt. 475,San Jose,CA,45098,Foster County,29.879698,-87.349698,Los Angeles Metro
LOC-2585,4262 Collier Isle,Chesapeake,VA,80851,Kerr County,37.297505,-122.267383,Washington DC Metro
LOC-2586,2021 Matthew Glen Suite 922,Virginia Beach,VA,97552,Alvarado County,38.429281,-99.304274,Washington DC Metro
LOC-2587,71734 Joshua Lights Apt. 954,Sterling Heights,MI,85478,Kennedy County,28.103378,-108.454049,Detroit Metro
LOC-2588,060 Sara Pine,Dallas,TX,89874,Castaneda County,25.303198,-105.886929,Dallas-Fort Worth Metro
LOC-2589,79516 Matthew Club,Redmond,WA,74506,Green County,36.717107,-67.930825,Seattle Metro
LOC-2590,202 Kelly Coves,Jersey City,NJ,9871,Freeman County,32.745995,-76.781939,New York Metro
LOC-2591,68095 King Village Apt. 854,elizabeth,NJ,90870,Martinez County,28.384194,-74.300962,New York Metro
LOC-2592,366 Simon Bridge,Austin,TX,88704,Taylor County,28.217977,-94.326682,Dallas-Fort Worth Metro
LOC-2593,156 Arnold Mill Apt. 578,Augusta,GA,3012,Jackson County,27.216488,-81.586198,Atlanta Metro
LOC-2594,524 George Via,Durham,NC,89909,Richards County,46.818239,-86.590557,Charlotte Metro
LOC-2595,142 Gordon Highway,Chesapeake,VA,78508,Rodriguez County,29.633732,-95.450965,Washington DC Metro
LOC-2596,38569 Beverly Haven,Warren,MI,78157,Bond County,41.015622,-78.059088,Detroit Metro
LOC-2597,2012 Daniel Hollow Apt. 209,Orlando,FL,38807,Barrera County,45.504505,-122.225706,Miami Metro
LOC-2598,469 Powell Road Suite 818,Dayton,OH,46693,Thomas County,34.65977,-96.607763,Columbus Metro
LOC-2599,136 Eaton Islands,Chandler,AZ,10326,Avery County,29.181246,-90.349737,Phoenix Metro
LOC-2600,4491 Lee Drive,Newark,NJ,79419,Ball County,43.359268,-118.851299,New York Metro
LOC-2601,13085 Jeff Knolls,Spokane,WA,57423,Powell County,37.951908,-100.383791,Seattle Metro
LOC-2602,42840 Dylan Stream,Fort Collins,CO,40876,Mcdowell County,41.673452,-111.456375,Denver Metro
LOC-2603,2671 Yvette Estate Apt. 253,winston-salem,NC,29857,Pineda County,30.243977,-85.27935,Charlotte Metro
LOC-2604,38670 Wells Burgs Suite 293,Tempe,AZ,66152,Pearson County,31.272853,-78.431167,Phoenix Metro
LOC-2605,667 Williams Plains Suite 721,Fresno,CA,46774,Williams County,47.641907,-90.887277,Los Angeles Metro
LOC-2606,40033 Nicole Land Apt. 097,Vancouver,WA,51151,Levy County,38.647014,-119.588546,Seattle Metro
LOC-2607,7254 Ryan Highway,Winston-Salem,NC,69301,Mcclure County,35.643685,-120.220392,Charlotte Metro
LOC-2608,893 Todd Vista Suite 398,Detroit,MI,49649,Flores County,47.714023,-80.559981,Detroit Metro
LOC-2609,81828 Rebecca Rue,Scottsdale,AZ,44547,Lee County,35.195759,-112.294308,Phoenix Metro
LOC-2610,8680 Wilkerson Street,Fresno,CA,20390,Sellers County,38.65459,-85.168251,Los Angeles Metro
LOC-2611,35731 Riley Cliffs Apt. 699,Kirkland,WA,92842,Lopez County,41.979238,-92.810624,Seattle Metro
LOC-2612,353 Mann Stravenue,Lakewood,CO,80781,Brown County,33.900231,-86.627194,Denver Metro
LOC-2613,0775 Jennifer Plaza,Sarasota,FL,95046,Ellison County,25.161985,-101.097972,Miami Metro
LOC-2614,499 Gonzalez Key Suite 686,Detroit,MI,16170,Bush County,28.034969,-96.580285,Detroit Metro
LOC-2615,13805 Jones Tunnel Suite 845,Akron,OH,40273,Ramirez County,45.821649,-94.851289,Columbus Metro
LOC-2616,59551 Lisa Views,Rockford,IL,16058,Lopez County,32.272205,-100.018782,Chicago Metro
LOC-2617,591 Phillips Prairie,Parma,OH,39528,Gutierrez County,29.393205,-103.804145,Columbus Metro
LOC-2618,10967 Cooper Spring Apt. 636,Augusta,GA,32388,Avila County,40.138604,-73.84841,Atlanta Metro
LOC-2619,0417 Tyler Divide,Newark,NJ,51719,Taylor County,45.816571,-103.623845,New York Metro
LOC-2620,67870 Nicole Views Apt. 381,Ann Arbor,MI,39182,Taylor County,41.350892,-108.031069,Detroit Metro
LOC-2621,1899 Michael Wall,Winston-Salem,NC,20007,Parker County,32.097082,-96.446355,Charlotte Metro
LOC-2622,521 Rebecca Mill Suite 963,Arlington,TX,39729,Todd County,43.245412,-75.502589,Dallas-Fort Worth Metro
LOC-2623,11493 Vicki Cove Apt. 886,Atlanta,GA,61582,Martin County,42.85822,-89.700792,Atlanta Metro
LOC-2624,65940 Jimmy Place,Macon,GA,68511,Davis County,45.095338,-115.898953,Atlanta Metro
LOC-2625,64851 Samantha Curve,Kirkland,WA,65882,Jones County,31.058306,-68.349378,Seattle Metro
LOC-2626,1408 Seth Dale,Arvada,CO,65477,Holmes County,34.827278,-107.004701,Denver Metro
LOC-2627,68787 Isaiah Circles Suite 999,Fort Lauderdale,FL,38656,Mendoza County,36.638734,-112.126181,Miami Metro
LOC-2628,20434 Scott Stream,Columbus,GA,30993,Harris County,41.175919,-115.603778,Atlanta Metro
LOC-2629,10651 Linda Hill Suite 010,Akron,OH,37312,Fuller County,28.144219,-76.697617,Columbus Metro
LOC-2630,13555 Duncan Dale,Alexandria,VA,31453,Williams County,30.215679,-114.02213,Washington DC Metro
LOC-2631,23956 Anderson Corner Suite 618,CHESAPEAKE,VA,55476,Owen County,30.848658,-109.895982,Washington DC Metro
LOC-2632,877 Alvarez Mill Suite 138,Augusta,GA,60371,Castillo County,41.307437,-101.839756,Atlanta Metro
LOC-2633,39818 Christina Row,Edison,NJ,47150,Fields County,46.196297,-96.237798,New York Metro
LOC-2634,48730 Ward Radial,Detroit,MI,6792,King County,25.301942,-114.790968,Detroit Metro
LOC-2635,868 Deanna Turnpike Suite 341,San Antonio,TX,19411,Ryan County,46.684214,-73.199301,Dallas-Fort Worth Metro
LOC-2636,9640 Connie Underpass,Peoria,IL,72850,Rodriguez County,45.455262,-83.801696,Chicago Metro
LOC-2637,8593 Katrina Plains Suite 362,Richmond,VA,4772,Johnson County,47.913148,-90.284994,Washington DC Metro
LOC-2638,9339 Shane Spring Suite 406,Cincinnati,OH,41636,Perez County,42.724962,-122.365707,Columbus Metro
LOC-2639,7020 Stuart Club Suite 378,Paterson,NJ,13875,Douglas County,39.853622,-102.085163,New York Metro
LOC-2640,55553 Adams Trace,Colorado Springs,CO,69299,Atkinson County,38.795013,-102.479426,Denver Metro
LOC-2641,967 Hale Parkway Apt. 210,Houston,TX,51084,Yang County,46.051224,-108.160564,Dallas-Fort Worth Metro
LOC-2642,04094 Wolf Cliff Apt. 246,Sarasota,FL,26777,Garcia County,41.075813,-111.449727,Miami Metro
LOC-2643,7804 Sherri Brooks Suite 866,Dallas,TX,65492,Webb County,45.495376,,Dallas-Fort Worth Metro
LOC-2644,4262 Turner Parks Apt. 498,Macon,GA,19459,Perry County,39.620288,-108.263544,Atlanta Metro
LOC-2645,01877 Jerry Estate,San Jose,CA,42153,Nguyen County,33.060623,-97.898491,Los Angeles Metro
LOC-2646,443 Steven Dale,Cincinnati,OH,59400,Parker County,27.531004,-102.127384,Columbus Metro
LOC-2647,689 Sandoval Glens Apt. 304,New York,NY,56753,Yates County,39.785455,-73.06321,New York Metro
LOC-2648,177 Jose Ville,Spokane,WA,73696,Berry County,33.639469,-73.794477,Seattle Metro
LOC-2649,0481 Sarah Springs Apt. 018,Los Angeles,CA,81771,Simmons County,47.374463,-81.651787,Los Angeles Metro
LOC-2650,23145 Ochoa Court Apt. 275,Norfolk,VA,45531,Wheeler County,46.283271,-109.418375,Washington DC Metro
LOC-2651,03437 Gonzalez Ville Apt. 567,Fort Lauderdale,FL,39975,Phillips County,31.915871,-80.963387,Miami Metro
LOC-2652,62512 David View Suite 411,Aurora,CO,20969,Wilson County,36.09064,-90.9252,Denver Metro
LOC-2653,206 Tracy Gateway,Austin,TX,87117,Mclaughlin County,36.892348,-90.390211,Dallas-Fort Worth Metro
LOC-2654,05221 Baker Rue,glendale,AZ,11830,Hancock County,31.564543,-98.873701,Phoenix Metro
LOC-2655,353 Santiago Island Suite 116,RALEIGH,NC,79250,Rodriguez County,36.547114,-120.592851,Charlotte Metro
LOC-2656,999 Nelson Divide Suite 184,New York,NY,86322-2508,Rosales County,46.581331,-109.740274,New York Metro
LOC-2657,3758 Richard Crossroad Suite 081,Naples,FL,11937,Nelson County,37.615577,-92.718819,Miami Metro
LOC-2658,23235 Watkins Views Suite 803,Dayton,OH,65475,Rush County,32.605375,-98.113933,Columbus Metro
LOC-2659,288 Matthew Valley Suite 507,lakewood,NJ,66074,Moran County,40.100551,-110.069706,New York Metro
LOC-2660,735 Kramer View,Aurora,IL,3571,Phillips County,25.764529,-113.472887,Chicago Metro
LOC-2661,2477 Olson Heights,Parma,OH,94807,Osborne County,32.708156,-84.363648,Columbus Metro
LOC-2662,649 Austin Meadow Suite 006,Orlando,FL,22527-3513,Smith County,25.628095,-100.695113,Miami Metro
LOC-2663,4862 Diaz Lakes,Naperville,IL,84237,Lang County,27.195315,-74.984772,Chicago Metro
LOC-2664,9385 Delgado Light Apt. 912,Glendale,AZ,26872,Martinez County,28.142492,-121.870579,Phoenix Metro
LOC-2665,72545 Carrie Cape Apt. 609,Grand Rapids,MI,3308,Bass County,33.688957,-86.664142,Detroit Metro
LOC-2666,47079 Randy Dale,flint,MI,N/A,Ward County,29.777895,-93.55145,Detroit Metro
LOC-2667,743 Gina Trail,Buffalo,NY,57660,Brown County,33.713146,-68.547122,New York Metro
LOC-2668,0394 Emily Ranch,Newport News,VA,63965,Romero County,32.664901,-111.655035,Washington DC Metro
LOC-2669,2789 Moore Gardens Suite 179,Redmond,WA,68027,Lozano County,25.11446,-108.968594,Seattle Metro
LOC-2670,454 Dawson Knoll Suite 812,Aurora,IL,86459,West County,30.692896,-81.229811,Chicago Metro
LOC-2671,174 Scott Coves,Arvada,CO,46271,Rice County,37.653369,-88.370067,Denver Metro
LOC-2672,40239 Phillip Shores,Rochester,NY,22073,Rocha County,29.083964,-102.132045,New York Metro
LOC-2673,1764 Katie Harbor Apt. 465,Reading,PA,45063,Beck County,45.636186,-69.254853,Philadelphia Metro
LOC-2674,28638 Susan Brook,EDISON,NJ,64598,Bell County,27.420207,-97.054246,New York Metro
LOC-2675,289 Benjamin Trail,Parma,OH,58610,Santos County,45.19761,-79.685082,Columbus Metro
