transaction_id,listing_id,buyer_id,agent_id,sale_price,sale_date,closing_date,commission_amount,transaction_status,financing_type,inspection_passed,days_to_close,commission_rate
TXN-02108,LST-4107,BYR-0097,AGT-0219,911449.47,2020-10-12,2020-10-31,52007.15,Pending,Cash,True,19,5.70598280121881
TXN-02109,LST-4080,BYR-3884,AGT-0170,1981086.9,2023-01-19,2023-02-04,118252.94,Pending,Conventional,True,16,5.969094036208104
TXN-02110,LST-2518,BYR-0699,AGT-0196,2071311.47,2023-01-12,2023-02-12,61783.43,Cancelled,Conventional,False,31,2.98281696861361
TXN-02112,LST-1820,BYR-1522,AGT-0235,1467361.45,2023-05-07,2023-06-15,83788.91,Pending,Conventional,True,39,5.7101752264242736
TXN-02113,LST-5799,BYR-0886,AGT-0171,2231815.33,2023-08-16,2023-09-03,58685.06,Pending,Conventional,True,18,2.6294765167689746
TXN-02114,LST-0559,BYR-1365,AGT-0165,1865377.97,2023-09-20,2023-11-03,109071.87,Cancelled,Conventional,False,44,5.847172624216206
TXN-02115,LST-4664,BYR-0675,AGT-0022,1771241.88,2021-11-03,2021-11-26,63486.2,Pending,Conventional,True,23,3.584276135114872
TXN-02116,LST-4095,BYR-2625,AGT-0104,681830.75,2023-11-12,2023-12-03,36997.04,Pending,Cash,True,21,5.4261325116240355
TXN-02117,LST-0666,BYR-1408,AGT-0146,1359356.61,2020-07-08,2020-08-02,60525.77,Cancelled,VA,True,25,4.452530671844822
TXN-02118,LST-5410,BYR-0222,AGT-0116,382070.85,2024-02-11,2024-03-04,10621.34,Unknown,VA,True,22,2.7799398985816377
TXN-02119,LST-5009,BYR-0072,AGT-0295,378986.42,2020-03-03,2020-03-22,12380.88,Pending,VA,True,19,3.2668400097291084
TXN-02120,LST-1739,BYR-0831,AGT-0023,1578461.83,2022-09-23,2022-10-18,58724.75,Completed,Conventional,True,25,3.7203782114895994
TXN-02121,LST-0958,BYR-1610,AGT-0130,1232015.2,2023-09-16,2023-10-09,36681.96,Completed,Cash,False,23,2.977395084086625
TXN-02122,LST-4431,BYR-1429,AGT-0266,1805799.75,2021-07-18,2021-08-21,56223.88,Completed,Conventional,True,34,3.113516878048078
TXN-02123,LST-5014,BYR-1787,AGT-0151,461121.47,2023-03-24,2023-04-10,24267.47,Cancelled,Jumbo,True,17,5.2627065922564835
TXN-02124,LST-4308,BYR-0207,AGT-0195,2782200.06,2023-05-24,2023-06-19,113525.82,Pending,VA,True,26,4.080433381918624
TXN-02126,LST-4346,BYR-0464,AGT-0215,1099070.51,2021-04-01,2021-04-25,31604.5,Pending,Conventional,True,24,2.8755661909261856
TXN-02127,LST-4841,BYR-1305,AGT-0011,2184951.96,2024-06-21,2024-07-25,124968.37,Pending,Jumbo,True,34,5.719501951887309
TXN-02128,LST-3045,BYR-2385,AGT-0106,274287.86,2024-03-28,2024-04-23,11893.11,Pending,Cash,False,26,4.3359957673664455
TXN-02129,LST-5438,BYR-0783,AGT-0112,664455.0,2024-05-19,2024-06-15,20279.3,Cancelled,USDA,True,27,3.0520200766041343
TXN-02130,LST-0263,BYR-3612,AGT-0215,340660.93,2020-05-19,2020-06-20,19370.97,Pending,Cash,False,32,5.686290470703524
TXN-02131,LST-3289,BYR-3343,AGT-0176,795068.65,2022-02-08,2022-03-23,44949.25,Pending,Conventional,True,43,5.653505518045518
TXN-02132,LST-1402,BYR-1848,AGT-0146,828682.33,2023-10-31,2023-12-07,45937.94,Completed,FHA,False,37,5.5434921606208265
TXN-02133,LST-5281,BYR-0288,AGT-0008,325488.15,2021-11-01,2021-11-28,10557.25,Completed,FHA,True,27,3.2435128590702917
TXN-02134,LST-0252,BYR-0699,AGT-0054,1604944.97,2021-12-22,2022-02-04,74509.25,Cancelled,Cash,True,44,4.642480047150776
TXN-02135,LST-5281,BYR-2647,AGT-0056,326024.75,2021-07-03,2021-08-08,15192.66,Pending,VA,True,36,4.659971367204483
TXN-02136,LST-4944,BYR-0035,AGT-0224,882564.36,2022-04-03,2022-04-24,47383.77,Completed,Conventional,True,21,5.368874174796725
TXN-02137,LST-1830,BYR-3811,AGT-0168,1053103.47,2020-07-03,2020-07-31,57203.56,Cancelled,Conventional,True,28,5.4319030968533415
TXN-02138,LST-2041,BYR-2611,AGT-0209,1565396.63,2020-11-04,2020-11-20,57614.13,Cancelled,Cash,False,16,3.680481284797451
TXN-02139,LST-1830,BYR-3760,AGT-0005,1150178.34,2020-03-23,2020-04-22,58175.04,Pending,Jumbo,True,30,5.057914757810514
TXN-02140,LST-2407,BYR-1332,AGT-0257,1954164.1,2024-04-26,2024-06-08,73226.6,Completed,Cash,True,43,3.747208333220327
TXN-02141,LST-1769,BYR-2990,AGT-0235,276842.36,2024-06-11,2024-07-11,6998.98,Completed,FHA,True,30,2.5281463429223763
TXN-02142,LST-4497,BYR-2268,AGT-0116,586297.56,2021-05-13,2021-06-08,21787.96,Pending,Conventional,True,26,3.7161948959842164
TXN-02143,LST-4963,BYR-2973,AGT-0065,1619806.76,2023-09-13,2023-10-28,66881.14,Unknown,Cash,True,45,4.128957950515035
TXN-02144,LST-4937,BYR-2928,AGT-0187,2651816.21,2022-10-12,2022-10-28,134453.79,Pending,FHA,True,16,5.070252964476751
TXN-02145,LST-1304,BYR-1500,AGT-0230,2136140.59,2023-05-03,2023-05-25,108430.59,Completed,FHA,False,22,5.07600438414964
TXN-02146,LST-1087,BYR-0866,AGT-0282,1954870.96,2023-04-11,2023-05-13,91336.33,Cancelled,Cash,True,32,4.672243430328517
TXN-02147,LST-0417,BYR-3171,AGT-0203,1309609.48,2022-07-06,2022-08-01,44932.62,Pending,VA,True,26,3.4309937951884715
TXN-02148,LST-0184,BYR-0104,AGT-0246,961479.03,2020-03-26,2020-05-01,55632.3,Pending,FHA,False,36,5.786116832938104
TXN-02149,LST-5848,BYR-0374,AGT-0165,956648.76,2022-10-04,2022-11-17,36018.02,Completed,Conventional,False,44,3.7650202985680967
TXN-02150,LST-4984,BYR-2772,AGT-0100,1642482.74,2021-10-15,2021-11-12,61618.43,Unknown,Cash,True,28,3.7515420101157346
TXN-02151,LST-0041,BYR-1077,AGT-0107,2038741.0,2024-05-19,2024-06-16,115304.95,Completed,Cash,True,28,5.655693881665204
TXN-02152,LST-0279,BYR-0794,AGT-0057,2477649.02,2023-05-24,2023-06-22,131542.58,Cancelled,Jumbo,True,29,5.309169254328039
TXN-02153,LST-1915,BYR-0010,AGT-0014,675678.83,2023-01-08,2023-02-02,39628.52,Completed,Cash,True,25,5.864993579863972
TXN-02154,LST-0485,BYR-0461,AGT-0027,379813.72,2022-05-15,2022-06-14,14323.24,Cancelled,VA,True,30,3.7711223280717716
TXN-02155,LST-5864,BYR-1777,AGT-0264,2575639.91,2021-03-08,2021-04-10,68847.77,Cancelled,USDA,True,33,2.673035533138637
TXN-02156,LST-5038,BYR-2642,AGT-0067,1936404.18,2020-07-15,2020-07-30,55297.89,Cancelled,Conventional,True,15,2.8556997847422534
TXN-02157,LST-0958,BYR-1663,AGT-0067,1305290.14,2023-10-31,2023-11-26,73326.96,Completed,Conventional,True,26,5.617675163010119
TXN-02158,LST-1150,BYR-1259,AGT-0145,1711902.22,2020-04-26,2020-05-20,102626.18,Completed,Conventional,False,24,5.9948622532892095
TXN-02159,LST-2477,BYR-0460,AGT-0146,1043795.26,2021-05-10,2021-05-31,57298.04,Cancelled,Cash,True,21,5.4893945389251915
TXN-02160,LST-3504,BYR-2867,AGT-0290,1293464.29,2023-07-27,2023-08-29,77271.66,Completed,FHA,True,33,5.974007987495349
TXN-02161,LST-5694,BYR-0272,AGT-0141,1249921.07,2023-06-19,2023-07-12,42321.38,Completed,Jumbo,True,23,3.3859242007977346
TXN-02162,LST-4374,BYR-0778,AGT-0064,1333376.47,2023-10-13,2023-11-25,38402.22,Cancelled,Cash,False,43,2.8800733224278363
TXN-02163,LST-3452,BYR-3982,AGT-0161,2554377.0,2021-03-20,2021-04-29,136058.42,Cancelled,VA,False,40,5.326481564780767
TXN-02164,LST-5474,BYR-3994,AGT-0089,366714.13,2024-02-19,2024-03-23,19911.57,Completed,Conventional,True,33,5.42972532855497
TXN-02165,LST-1576,BYR-1657,AGT-0074,2717966.53,2023-06-05,2023-06-20,78840.26,Completed,Conventional,True,15,2.90070753741033
TXN-02166,LST-0426,BYR-3326,AGT-0270,2491353.98,2022-08-09,2022-09-05,136485.6,Unknown,Conventional,True,27,5.478370440157203
TXN-02167,LST-5608,BYR-2482,AGT-0256,1011594.59,2023-04-13,2023-04-30,57072.38,Cancelled,FHA,False,17,5.641823371158994
TXN-02168,LST-5449,BYR-3181,AGT-0025,1164599.01,2020-07-30,2020-08-19,56951.19,Pending,Cash,True,20,4.890197356427429
TXN-02169,LST-0722,BYR-0530,AGT-0096,1223062.97,2024-02-28,2024-03-24,60349.75,Unknown,Conventional,True,25,4.934312580815034
TXN-02170,LST-0517,BYR-1282,AGT-0131,2022108.72,2020-06-26,2020-07-25,91251.0,Pending,Jumbo,True,29,4.512665372413804
TXN-02171,LST-3808,BYR-0211,AGT-0090,1558154.59,2021-11-01,2021-11-25,75665.66,Cancelled,Cash,True,24,4.856107377638312
TXN-02172,LST-3120,BYR-3646,AGT-0247,2394571.21,2020-10-13,2020-11-16,121833.87,Cancelled,Cash,True,34,5.087920104075752
TXN-02173,LST-5182,BYR-3918,AGT-0132,1400838.19,2020-08-18,2020-10-01,38506.88,Pending,Cash,True,44,2.7488456750311756
TXN-02174,LST-5289,BYR-2634,AGT-0200,137041.79,2021-03-02,2021-03-18,7848.06,Cancelled,Conventional,True,16,5.72676407685568
TXN-02175,LST-3608,BYR-1260,AGT-0082,187156.74,2021-04-24,2021-05-20,7977.96,Completed,Conventional,False,26,4.262715839141032
TXN-02176,LST-2371,BYR-1534,AGT-0035,1827077.76,2022-06-26,2022-07-24,77736.41,Pending,Conventional,True,28,4.254685361612633
TXN-02177,LST-5659,BYR-3849,AGT-0049,906667.09,2021-01-03,2021-01-31,22953.24,Pending,Cash,True,28,2.531606170904472
TXN-02178,LST-0915,BYR-3059,AGT-0273,2531304.6,2022-02-14,2022-03-23,120642.11,Completed,Cash,False,37,4.766005244884396
TXN-02179,LST-3218,BYR-0513,AGT-0150,411259.54,2024-03-19,2024-04-04,15824.22,Pending,FHA,True,16,3.84774539211905
TXN-02180,LST-4664,BYR-1392,AGT-0266,1950795.91,2021-11-02,2021-12-12,78420.59,Pending,FHA,True,40,4.019927948280351
TXN-02181,LST-0382,BYR-3507,AGT-0054,688863.55,2023-01-03,2023-01-24,31175.16,Cancelled,Conventional,True,21,4.525592913139329
TXN-02182,LST-3739,BYR-3032,AGT-0066,620877.34,2021-04-11,2021-05-02,16954.15,Cancelled,Conventional,True,21,2.7306762395290516
TXN-02183,LST-1370,BYR-2197,AGT-0194,2316647.39,2023-04-14,2023-05-20,66498.92,Cancelled,VA,False,36,2.8704808632961614
TXN-02184,LST-4308,BYR-2962,AGT-0124,2674716.92,2022-12-10,2022-12-28,143326.55,Completed,Cash,False,18,5.35856893596052
TXN-02185,LST-2472,BYR-0694,AGT-0125,300644.47,2023-08-21,2023-09-10,12569.27,Cancelled,Jumbo,True,20,4.18077538562409
TXN-02186,LST-4460,BYR-1515,AGT-0109,2425061.17,2021-10-31,2021-11-28,87953.82,Completed,Conventional,False,28,3.6268701626194453
TXN-02187,LST-4307,BYR-0358,AGT-0015,329883.2,2022-12-06,2023-01-18,8279.08,Pending,Cash,True,43,2.5097004030517467
TXN-02188,LST-2802,BYR-1329,AGT-0006,856202.77,2021-08-17,2021-09-14,23197.51,Completed,Conventional,True,28,2.7093476934208
TXN-02189,LST-4288,BYR-1377,AGT-0236,879103.67,2022-12-27,2023-02-06,43388.91,Completed,Conventional,True,41,4.935585128429733
TXN-02190,LST-5993,BYR-2931,AGT-0033,1258389.45,2023-05-05,2023-06-06,72086.69,Completed,FHA,True,32,5.728488108351513
TXN-02191,LST-5840,BYR-2932,AGT-0287,657278.1,2020-11-09,2020-11-27,27213.28,Cancelled,Conventional,False,18,4.140299212768538
TXN-02192,LST-5688,BYR-1457,AGT-0036,2094835.97,2020-08-09,2020-09-22,98615.06,Pending,Cash,True,44,4.707531349101286
TXN-02193,LST-4466,BYR-1141,AGT-0181,650268.49,2020-05-14,2020-06-16,26316.99,Cancelled,Conventional,False,33,4.047095992610683
TXN-02194,LST-3599,BYR-1711,AGT-0196,2538450.6,2022-07-06,2022-07-24,75620.96,Pending,Conventional,True,18,2.979020352021032
TXN-02195,LST-1962,BYR-1695,AGT-0172,1325517.97,2024-03-31,2024-05-09,77999.41,Completed,Conventional,False,39,5.884447571842425
TXN-02196,LST-0681,BYR-2398,AGT-0203,428415.26,2022-03-10,2022-04-08,23731.96,Cancelled,Cash,True,29,5.539475881414681
TXN-02197,LST-4197,BYR-2870,AGT-0296,1992326.65,2023-08-26,2023-09-27,78598.71,Completed,FHA,True,32,3.9450714570324106
TXN-02198,LST-0073,BYR-2041,AGT-0277,1713885.48,2021-06-14,2021-07-13,82916.71,Completed,Conventional,False,29,4.837937596624017
TXN-02199,LST-4139,BYR-0107,AGT-0123,820726.02,2022-05-14,2022-06-13,43444.72,Completed,Cash,True,30,5.2934498165417
TXN-02200,LST-2545,BYR-2354,AGT-0112,1686269.62,2023-04-03,2023-05-10,65310.03,Pending,USDA,True,37,3.87304789372888
TXN-02201,LST-4086,BYR-3817,AGT-0106,907828.09,2021-02-12,2021-03-28,49134.11,Cancelled,Conventional,True,44,5.412270290072209
TXN-02202,LST-1926,BYR-2753,AGT-0172,200113.62,2022-10-27,2022-12-01,10889.23,Cancelled,FHA,False,35,5.441523670402844
TXN-02203,LST-0292,BYR-0657,AGT-0188,422726.44,2024-02-27,2024-04-09,16864.56,Completed,Jumbo,True,42,3.989473665285758
TXN-02204,LST-2243,BYR-2188,AGT-0005,2108083.17,2022-03-20,2022-04-14,81006.71,Pending,Cash,True,25,3.8426714445047256
TXN-02205,LST-3657,BYR-0588,AGT-0223,2086627.78,2020-10-27,2020-12-07,64852.33,Completed,Conventional,True,41,3.107997057338132
TXN-02206,LST-1598,BYR-2580,AGT-0293,275257.2,2023-04-28,2023-05-24,10592.91,Completed,Conventional,True,26,3.8483679990932114
TXN-02207,LST-2842,BYR-1355,AGT-0300,756261.83,2020-08-27,2020-09-20,42699.73,Completed,Cash,True,24,5.646156966562758
TXN-02208,LST-4549,BYR-2103,AGT-0088,1191185.87,2023-10-27,2023-12-10,52264.3,Completed,Conventional,True,44,4.3875856250712575
TXN-02210,LST-0931,BYR-2358,AGT-0257,1651638.32,2021-07-09,2021-07-26,64174.73,Pending,VA,True,17,3.8855195609653816
TXN-02211,LST-4826,BYR-0073,AGT-0232,1845162.95,2024-01-14,2024-02-13,110632.33,Cancelled,Jumbo,True,30,5.995802701327816
TXN-02212,LST-2240,BYR-1707,AGT-0239,1005469.04,2022-08-10,2022-08-25,28412.54,Cancelled,Conventional,True,15,2.8257995890156895
TXN-02213,LST-2112,BYR-1666,AGT-0294,1125070.46,2022-05-29,2022-06-22,63050.83,Pending,Conventional,True,24,5.604167227001943
TXN-02214,LST-0973,BYR-1638,AGT-0281,1826689.86,2024-06-01,2024-07-09,87477.77,Completed,Cash,False,38,4.788868209954371
TXN-02215,LST-2691,BYR-2134,AGT-0003,2034104.45,2024-11-19,2025-01-03,91168.33,Pending,Conventional,True,45,4.481988621577422
TXN-02216,LST-4764,BYR-0800,AGT-0215,1327385.4,2024-02-15,2024-03-06,66956.11,Cancelled,Conventional,False,20,5.044210219579032
TXN-02217,LST-0865,BYR-1572,AGT-0254,2233228.84,2022-03-18,2022-04-26,59468.17,Cancelled,Conventional,True,39,2.6628784715139178
TXN-02218,LST-5861,BYR-3225,AGT-0105,989249.01,2024-06-29,2024-07-22,28281.75,Completed,Conventional,True,23,2.8589111249148482
TXN-02219,LST-4448,BYR-2112,AGT-0296,1989870.99,2022-07-17,2022-08-28,54787.57,Completed,Cash,True,42,2.7533227166651644
TXN-02220,LST-2323,BYR-1515,AGT-0018,2603202.89,2024-04-28,2024-06-09,114022.05,Completed,Conventional,False,42,4.380067740321231
TXN-02221,LST-4178,BYR-0412,AGT-0038,328648.97,2023-01-04,2023-01-25,18459.67,Pending,Conventional,True,21,5.616834886170493
TXN-02223,LST-4286,BYR-3922,AGT-0284,1146374.57,2024-04-26,2024-05-27,45748.05,Pending,FHA,True,31,3.990672088966524
TXN-02224,LST-3167,BYR-2249,AGT-0099,613019.02,2022-01-05,2022-02-01,27239.51,Cancelled,Conventional,True,27,4.443501606198124
TXN-02225,LST-5441,BYR-3414,AGT-0253,1616471.86,2022-01-26,2022-02-10,77550.38,Completed,FHA,True,15,4.79750881651599
TXN-02226,LST-0886,BYR-0042,AGT-0260,1803858.7,2021-05-03,2021-06-15,64867.62,Pending,Conventional,True,43,3.596047739215938
TXN-02227,LST-3581,BYR-0406,AGT-0135,1899145.81,2022-07-10,2022-08-20,95634.11,Completed,Conventional,False,41,5.035638100899688
TXN-02228,LST-2190,BYR-3902,AGT-0253,850138.32,2023-11-18,2023-12-27,32614.0,Completed,USDA,True,39,3.8363168948789417
TXN-02229,LST-1018,BYR-1016,AGT-0217,874977.55,2021-10-11,2021-11-02,26390.64,Cancelled,VA,True,22,3.0161505286621355
TXN-02230,LST-2689,BYR-3000,AGT-0064,1607324.74,2022-11-10,2022-11-30,88609.13,Completed,FHA,True,20,5.512833081882383
TXN-02231,LST-3972,BYR-3190,AGT-0019,1596698.69,2023-12-20,2024-01-10,70791.57,Cancelled,Conventional,False,21,4.43362109854302
TXN-02232,LST-0648,BYR-3456,AGT-0021,1114918.66,2021-10-13,2021-10-31,55503.34,Unknown,Conventional,False,18,4.978241192949448
TXN-02233,LST-4894,BYR-0335,AGT-0090,1829538.11,2020-06-24,2020-08-04,81925.61,Completed,Cash,True,41,4.4779395166575675
TXN-02234,LST-3423,BYR-2484,AGT-0088,831094.11,2021-03-13,2021-04-06,42351.04,Cancelled,Cash,True,24,5.0958176084294475
TXN-02235,LST-2623,BYR-2578,AGT-0263,208182.47,2023-01-09,2023-01-29,11375.97,Cancelled,Conventional,True,20,5.464422628860153
TXN-02236,LST-1635,BYR-1920,AGT-0253,1866380.45,2022-05-15,2022-06-27,63604.81,Completed,Cash,True,43,3.4079230737763035
TXN-02237,LST-2338,BYR-2307,AGT-0189,1947699.33,2021-02-22,2021-04-05,49755.56,Cancelled,Conventional,True,42,2.554581152933908
TXN-02238,LST-3178,BYR-3652,AGT-0001,872410.62,2021-01-23,2021-03-03,51961.1,Pending,Conventional,False,39,5.95603707804474
TXN-02239,LST-0743,BYR-3194,AGT-0238,2012816.48,2023-06-21,2023-07-22,78248.41,Cancelled,Conventional,True,31,3.88750841308692
TXN-02240,LST-1218,BYR-1827,AGT-0040,1957240.8,2021-01-11,2021-02-25,67509.1,Completed,USDA,False,45,3.449197462059855
TXN-02241,LST-1164,BYR-2172,AGT-0270,2108972.75,2022-07-20,2022-08-20,123979.82,Cancelled,Conventional,True,31,5.878682880089372
TXN-02242,LST-0699,BYR-2370,AGT-0255,560336.43,2022-02-01,2022-02-19,20764.07,Pending,Jumbo,False,18,3.705643411405537
TXN-02243,LST-0674,BYR-3124,AGT-0186,1350009.44,2022-08-01,2022-08-20,75717.92,Completed,Conventional,False,19,5.60869559549154
TXN-02244,LST-3416,BYR-2202,AGT-0184,1957071.85,2020-10-20,2020-11-12,62986.02,Pending,Conventional,True,23,3.2183805617560743
TXN-02245,LST-1344,BYR-0893,AGT-0181,2168703.46,2023-12-09,2024-01-22,117138.46,Unknown,VA,True,44,5.401312911632465
TXN-02246,LST-4260,BYR-2224,AGT-0148,2670219.63,2024-04-23,2024-05-30,75723.23,Pending,Cash,True,37,2.8358427579981504
TXN-02247,LST-0624,BYR-3785,AGT-0293,2137669.53,2020-08-01,2020-09-03,100202.82,Cancelled,VA,True,33,4.687479453383986
TXN-02248,LST-0801,BYR-2812,AGT-0133,2066433.18,2021-02-16,2021-03-08,59952.54,Cancelled,Cash,True,20,2.901257131382298
TXN-02249,LST-1457,BYR-2562,AGT-0259,2093455.83,2023-10-16,2023-11-12,116224.39,Cancelled,VA,False,27,5.551795664110095
TXN-02250,LST-5666,BYR-1891,AGT-0206,2197808.91,2023-05-19,2023-06-27,92731.72,Pending,FHA,True,39,4.219280374106773
TXN-02251,LST-0330,BYR-3468,AGT-0089,981151.55,2023-05-22,2023-06-17,50479.01,Completed,Conventional,False,26,5.1448738984308795
TXN-02252,LST-2431,BYR-1295,AGT-0102,1094253.07,2021-05-25,2021-06-17,55011.69,Unknown,Conventional,True,23,5.027327910535357
TXN-02253,LST-1150,BYR-0302,AGT-0073,1658263.12,2020-06-30,2020-08-11,62090.93,Cancelled,Conventional,True,42,3.7443352174412463
TXN-02254,LST-4134,BYR-2515,AGT-0011,915620.37,2023-06-06,2023-07-14,24676.92,Pending,Cash,True,38,2.6951038671190766
TXN-02255,LST-0815,BYR-0142,AGT-0189,1489506.6,2023-05-19,2023-06-26,83815.88,Cancelled,FHA,True,38,5.627090205575457
TXN-02256,LST-2784,BYR-3130,AGT-0250,2070459.89,2024-04-29,2024-05-27,88302.63,Completed,Conventional,True,28,4.264880011754297
TXN-02257,LST-0607,BYR-3062,AGT-0120,693554.18,2021-05-22,2021-06-29,17750.42,Pending,Conventional,True,38,2.559341506672196
TXN-02258,LST-5827,BYR-2985,AGT-0219,1876313.92,2022-12-12,2023-01-04,70939.29,Cancelled,Conventional,False,23,3.78077939111596
TXN-02260,LST-2624,BYR-2093,AGT-0166,2464802.9,2022-01-19,2022-02-25,114173.4,Completed,Conventional,True,37,4.632151317251371
TXN-02261,LST-3576,BYR-3444,AGT-0102,1258393.13,2020-02-27,2020-04-06,59578.87,Cancelled,VA,True,39,4.7345196488795205
TXN-02262,LST-1599,BYR-1689,AGT-0072,2237921.24,2021-06-25,2021-07-12,62269.46,Pending,Conventional,False,17,2.782468787864938
TXN-02263,LST-4666,BYR-0145,AGT-0075,2008970.48,2023-02-10,2023-03-04,77689.17,Completed,FHA,False,22,3.8671135675423165
TXN-02264,LST-0468,BYR-1038,AGT-0102,1730307.07,2022-07-15,2022-08-02,51460.34,Pending,FHA,True,18,2.974058240425498
TXN-02265,LST-2055,BYR-1599,AGT-0116,2115760.1,2023-07-23,2023-08-13,86411.97,Pending,Conventional,False,21,4.084204537177915
TXN-02266,LST-3827,BYR-2948,AGT-0048,2677660.78,2022-07-14,2022-08-06,145503.29,Pending,Conventional,False,23,5.433970243235964
TXN-02267,LST-2972,BYR-0199,AGT-0103,1111828.34,2024-06-09,2024-07-02,65002.63,Completed,Conventional,True,23,5.846462773201122
TXN-02269,LST-1142,BYR-0160,AGT-0240,313551.11,2020-10-03,2020-10-25,17908.25,Unknown,Conventional,False,22,5.711429310519743
TXN-02270,LST-4088,BYR-1285,AGT-0184,702153.18,2021-11-20,2021-12-28,30307.16,Pending,Conventional,False,38,4.316317416663982
TXN-02271,LST-0496,BYR-1569,AGT-0253,2123812.82,2021-01-18,2021-02-21,118868.15,Pending,Conventional,False,34,5.596922143072853
TXN-02272,LST-0257,BYR-0946,AGT-0171,2314989.59,2024-04-18,2024-05-19,60976.4,Cancelled,Conventional,True,31,2.6339816068028195
TXN-02273,LST-4601,BYR-0011,AGT-0078,448640.21,2020-02-09,2020-02-27,11657.52,Pending,FHA,False,18,2.598411765187075
TXN-02274,LST-2230,BYR-0179,AGT-0002,982383.61,2022-06-16,2022-07-30,46490.73,Completed,Conventional,True,44,4.732441535745899
TXN-02275,LST-2017,BYR-1239,AGT-0204,1727557.68,2023-08-28,2023-10-08,76958.6,Pending,Cash,False,41,4.454762980764845
TXN-02276,LST-1677,BYR-0638,AGT-0247,1209400.22,2023-01-21,2023-02-28,51769.93,Cancelled,Conventional,True,38,4.280628458956292
TXN-02277,LST-3959,BYR-2569,AGT-0103,400377.03,2020-06-05,2020-06-24,16316.59,Completed,Conventional,True,19,4.075306218241341
TXN-02278,LST-3267,BYR-0106,AGT-0255,990602.78,2022-10-15,2022-11-01,30739.25,Pending,Conventional,False,17,3.1030853759566472
TXN-02279,LST-1945,BYR-3277,AGT-0037,532303.73,2022-07-28,2022-08-17,30573.5,Cancelled,Conventional,False,20,5.7436193430393585
TXN-02280,LST-5153,BYR-1273,AGT-0075,956356.7,2024-11-19,2025-01-02,47817.39,Pending,Conventional,True,44,4.999953469244269
TXN-02281,LST-0969,BYR-2421,AGT-0001,2158378.96,2021-11-20,2021-12-21,64455.57,Completed,Jumbo,True,31,2.98629532600707
TXN-02282,LST-2160,BYR-0687,AGT-0218,1321532.01,2022-12-09,2023-01-04,64301.66,Cancelled,Conventional,True,26,4.865690691820625
TXN-02283,LST-2180,BYR-2166,AGT-0054,1521844.94,2021-04-24,2021-05-13,42572.29,Pending,FHA,True,19,2.7974131188424494
TXN-02284,LST-0987,BYR-3774,AGT-0159,1224106.83,2022-09-06,2022-09-28,37876.11,Cancelled,Conventional,True,22,3.0941833728678727
TXN-02285,LST-1553,BYR-2109,AGT-0043,210937.69,2022-07-25,2022-08-18,11141.25,Cancelled,Conventional,True,24,5.281773020269635
TXN-02286,LST-2849,BYR-2056,AGT-0090,323977.08,2023-06-25,2023-08-02,11496.6,Pending,FHA,False,38,3.54858436281974
TXN-02287,LST-4145,BYR-3257,AGT-0177,2003257.41,2024-12-23,2025-01-20,81628.79,Cancelled,VA,True,28,4.074802848227079
TXN-02288,LST-0700,BYR-0893,AGT-0089,550597.16,2020-10-01,2020-11-08,14032.59,Pending,Conventional,True,38,2.5486128551770952
TXN-02289,LST-4711,BYR-1009,AGT-0109,1742106.46,2022-02-05,2022-02-24,55448.28,Pending,Conventional,True,19,3.1828295958445616
TXN-02290,LST-0771,BYR-2946,AGT-0181,283085.61,2021-03-01,2021-03-30,11795.7,Cancelled,Conventional,True,29,4.166831369492783
TXN-02291,LST-4418,BYR-2332,AGT-0230,2035786.32,2024-08-14,2024-09-20,67142.7,Cancelled,Conventional,False,37,3.2981211898506126
TXN-02292,LST-2518,BYR-2743,AGT-0277,2375408.55,2023-03-15,2023-04-02,111209.77,Pending,Conventional,True,18,4.681711278676673
TXN-02293,LST-5525,BYR-2056,AGT-0292,361591.6,2024-03-14,2024-03-29,17734.3,Cancelled,Conventional,True,15,4.9045110561196665
TXN-02294,LST-4208,BYR-0651,AGT-0130,1363039.08,2021-07-26,2021-09-03,70107.67,Pending,Cash,True,39,5.143482019605776
TXN-02295,LST-0226,BYR-2904,AGT-0085,2123323.0,2023-07-29,2023-09-11,63849.1,Completed,VA,True,44,3.0070366119521146
TXN-02296,LST-2444,BYR-1203,AGT-0133,153001.5,2023-02-21,2023-03-22,4751.12,Cancelled,FHA,True,29,3.1052767456528203
TXN-02298,LST-3781,BYR-1532,AGT-0275,720505.8,2023-03-12,2023-04-01,28704.38,Completed,Conventional,False,20,3.9839207401245065
TXN-02299,LST-4065,BYR-3877,AGT-0223,536520.22,2024-07-29,2024-08-25,24396.24,Pending,USDA,True,27,4.547124058064392
TXN-02300,LST-4454,BYR-2787,AGT-0011,365930.42,2024-03-17,2024-04-02,18877.34,Cancelled,Cash,False,16,5.158723890733107
TXN-02301,LST-4788,BYR-3805,AGT-0190,499350.44,2021-05-04,2021-06-17,20495.41,Cancelled,Cash,True,44,4.104414126479992
TXN-02302,LST-2681,BYR-1380,AGT-0215,882224.89,2023-08-08,2023-09-08,48499.85,Cancelled,FHA,True,31,5.497447481899995
TXN-02303,LST-3982,BYR-1893,AGT-0228,1185166.62,2022-06-06,2022-07-07,41244.71,Cancelled,Jumbo,True,31,3.480076919479895
TXN-02304,LST-3331,BYR-3160,AGT-0018,1147453.13,2024-05-24,2024-06-29,33667.66,Cancelled,Conventional,True,36,2.934120716547264
